series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	804	Ukraine	2006.0	50.74009	Float					State Statistics Committee of Ukraine	['Household Living Conditions Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	804	Ukraine	2006.0	49.61937	Float					State Statistics Committee of Ukraine	['Household Living Conditions Survey']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	804	Ukraine	2011.0	51.86992	Float					State Statistics Service of Ukraine 	['Household Living Conditions Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	804	Ukraine	2011.0	53.96686	Float					State Statistics Service of Ukraine 	['Household Living Conditions Survey']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	804	Ukraine	2012.0	51.6594	Float					State Statistics Service of Ukraine 	['Household Living Conditions Survey']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	804	Ukraine	2012.0	51.08607	Float					State Statistics Service of Ukraine 	['Household Living Conditions Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	804	Ukraine	2013.0	51.05892	Float					State Statistics Committee of Ukraine - UKRSTAT	['Household Living Conditions Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	804	Ukraine	2013.0	50.24238	Float					State Statistics Committee of Ukraine - UKRSTAT	['Household Living Conditions Survey']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	804	Ukraine	2015.0	51.42216	Float					State Statistics Committe of Ukraine - UKRSTAT	['Household Living Conditions Survey']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	804	Ukraine	2015.0	51.18166	Float					State Statistics Committe of Ukraine - UKRSTAT	['Household Living Conditions Survey']	CA	PERCENT	G	Q1
