series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	858	Uruguay	2008.0	37.42464	Float					World Development Indicators database, World Bank	['Encuesta Continua de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	858	Uruguay	2008.0	22.77653	Float					World Development Indicators database, World Bank	['Encuesta Continua de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	858	Uruguay	2009.0	21.09338	Float					Instituto Nacional de Estadistica - Gobierno de Uruguay	['Encuesta Continua de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	858	Uruguay	2009.0	35.8639	Float					Instituto Nacional de Estadistica - Gobierno de Uruguay	['Encuesta Continua de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	858	Uruguay	2010.0	36.46875	Float					Instituto Nacional de Estadistica - Gobierno de Uruguay	['Encuesta Continua de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	858	Uruguay	2010.0	20.778	Float					Instituto Nacional de Estadistica - Gobierno de Uruguay	['Encuesta Continua de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	858	Uruguay	2011.0	21.92021	Float					Instituto Nacional de Estadistica - Republica Oriental del Uruguay	['Encuesta Continua de Hogares']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	858	Uruguay	2011.0	36.19431	Float					Instituto Nacional de Estadistica - Republica Oriental del Uruguay	['Encuesta Continua de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	858	Uruguay	2012.0	36.55704	Float					Instituto Nacional de Estadistica - Republica Oriental del Uruguay	['Encuesta Continua de Hogares']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	858	Uruguay	2012.0	23.25327	Float					Instituto Nacional de Estadistica - Republica Oriental del Uruguay	['Encuesta Continua de Hogares']	CA	PERCENT	G	Q1
