series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Reporting Type	Type of occupation
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2013.0	77.9	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2013.0	22.1	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	MALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2014.0	77.6	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2014.0	22.4	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	MALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2015.0	22.5	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	MALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2015.0	77.5	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2016.0	76.9	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2016.0	23.1	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	MALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2017.0	76.4	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2017.0	23.6	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	MALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2018.0	75.9	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	404	Kenya	2018.0	24.1	Float					Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.	['']	C	PERCENT	MALE	G	NURS
