series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Reporting Type	Age
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	2.45	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	FEMALE	G	50+
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	3.77	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	ALLAGE
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	4.87	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	MALE	G	15-49
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	6.71	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	FEMALE	G	15-49
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	3.73	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	MALE	G	50+
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	3.03	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	50+
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	7.39	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	FEMALE	G	15-24
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	5.43	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	15-24
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	5.79	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	15-49
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	1.96	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	<15Y
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	3.53	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	MALE	G	15-24
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	3.42	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	MALE	G	ALLAGE
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2000.0	4.11	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	FEMALE	G	ALLAGE
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	3.24	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	MALE	G	ALLAGE
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	3.30	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	MALE	G	15-24
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	1.91	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	<15Y
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	5.41	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	15-49
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	6.90	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	FEMALE	G	15-24
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	5.08	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	15-24
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	2.83	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	50+
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	3.88	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	FEMALE	G	ALLAGE
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	3.56	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	ALLAGE
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	3.48	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	MALE	G	50+
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	6.28	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	FEMALE	G	15-49
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	4.55	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	MALE	G	15-49
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2001.0	2.29	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	FEMALE	G	50+
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2002.0	4.28	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	MALE	G	15-49
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2002.0	5.90	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	FEMALE	G	15-49
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2002.0	3.26	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	MALE	G	50+
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2002.0	3.66	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	FEMALE	G	ALLAGE
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2002.0	2.66	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	50+
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2002.0	3.37	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	ALLAGE
SH_HIV_INCD	Number of new HIV infections per 1,000 uninfected population, by sex and age (per 1,000 uninfected population)	834	United Republic of Tanzania	2002.0	4.77	Float					UNAIDS	['']	E	PER_1000_UNINFECTED_POP	BOTHSEX	G	15-24
