series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Sex	Migratory status	Reporting Type
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	484	Mexico	2000.0	14	Float					ADM-IR - Mexican Social Security Institute statistical report	"[""Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	484	Mexico	2001.0	12	Float					ADM-IR - Mexican Social Security Institute statistical report	"[""Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	484	Mexico	2002.0	11	Float					ADM-IR - Mexican Social Security Institute statistical report	"[""Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	484	Mexico	2002.0	19	Float					ADM-IR - Mexican Social Security Institute statistical report	"[""Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	484	Mexico	2002.0	2	Float					ADM-IR - Mexican Social Security Institute statistical report	"[""Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	484	Mexico	2003.0	12	Float					ADM-IR - Mexican Social Security Institute statistical report	"[""Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	484	Mexico	2003.0	20	Float					ADM-IR - Mexican Social Security Institute statistical report	"[""Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	MALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	484	Mexico	2003.0	2	Float					ADM-IR - Mexican Social Security Institute statistical report	"[""Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	FEMALE	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	484	Mexico	2004.0	11	Float					ADM-IR - Mexican Social Security Institute statistical report	"[""Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	BOTHSEX	_T	G
SL_EMP_FTLINJUR	Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)	484	Mexico	2004.0	17	Float					ADM-IR - Mexican Social Security Institute statistical report	"[""Coverage of occupational injuries: Reported injuries | Type of rate: Incidence rate (per 100'000 persons insured)""]"	C	PER_100000_EMP	MALE	_T	G
