series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	170	Colombia	2013.0	1.375	Float					DANE based on National Time Use Survey	['']	C	PERCENT	ALLAREA	FEMALE	45-54	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	170	Colombia	2013.0	1.375	Float					DANE based on National Time Use Survey	['']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	170	Colombia	2013.0	0.875	Float					DANE based on National Time Use Survey	['']	C	PERCENT	ALLAREA	MALE	15+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	170	Colombia	2013.0	0.70833	Float					DANE based on National Time Use Survey	['']	C	PERCENT	RURAL	MALE	15-24	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	170	Colombia	2013.0	0.29167	Float					DANE based on National Time Use Survey	['']	C	PERCENT	RURAL	MALE	65+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	170	Colombia	2013.0	2.58333	Float					DANE based on National Time Use Survey	['']	C	PERCENT	URBAN	FEMALE	10+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	170	Colombia	2013.0	4.08333	Float					DANE based on National Time Use Survey	['']	C	PERCENT	ALLAREA	FEMALE	25-44	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	170	Colombia	2013.0	2.83333	Float					DANE based on National Time Use Survey	['']	C	PERCENT	ALLAREA	FEMALE	15+	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	170	Colombia	2013.0	3.70833	Float					DANE based on National Time Use Survey	['']	C	PERCENT	ALLAREA	FEMALE	15-24	G
SL_DOM_TSPDCW	Proportion of time spent on unpaid care work, by sex, age and location (%)	170	Colombia	2013.0	4.91667	Float					DANE based on National Time Use Survey	['']	C	PERCENT	RURAL	FEMALE	15-24	G
