series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	15.83333	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	10+	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	5.625	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	10+	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	5.13875	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	2.56958	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	20.34708	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	65+	RURAL	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	13.61125	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	25-44	URBAN	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	4.23625	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	25-44	URBAN	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	4.58333	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	15-24	URBAN	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	1.94458	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	15-24	URBAN	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	15.83333	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	15+	URBAN	FEMALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	5.48625	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	15+	URBAN	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	10.55542	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	65+	RURAL	MALE	G
SL_DOM_TSPDDC	Proportion of time spent on unpaid domestic chores, by sex, age and location (%)	300	Greece	2014.0	15.06958	Float					Hellenic Statistical Authority (ELSTAT) based on Time use survey	['Unpaid domestic work might include small amount of time spent on production of goods for own final use.']	C	PERCENT	10+	URBAN	FEMALE	G
