series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	2008.0	7.2553	Float					Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)	['Encuesta Nacional de Empleo Desempleo y Subempleo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	2008.0	2.07787	Float					Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)	['Encuesta Nacional de Empleo Desempleo y Subempleo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	2010.0	2.2245	Float					Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)	['Encuesta Nacional de Empleo Desempleo y Subempleo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	2010.0	9.35493	Float					Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)	['Encuesta Nacional de Empleo Desempleo y Subempleo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	2011.0	9.57266	Float					Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)	['Encuesta Nacional de Empleo Desempleo y Subempleo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	2011.0	2.59678	Float					Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)	['Encuesta Nacional de Empleo Desempleo y Subempleo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	2012.0	3.33973	Float					Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)	['Encuesta Nacional de Empleo Desempleo y Subempleo']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	2012.0	10.67494	Float					Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)	['Encuesta Nacional de Empleo Desempleo y Subempleo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	2016.0	10.93042	Float					Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)	['Encuesta Nacional de Empleo Desempleo y Subempleo']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	218	Ecuador	2016.0	4.57627	Float					Instituto Nacional de Estadisticas y Censos (INEC) - Secretaria Nacional de Planificacion y Desarrollo (SENPLADES)	['Encuesta Nacional de Empleo Desempleo y Subempleo']	CA	PERCENT	G	Q1
