series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Location	Sex	Reporting Type
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	2.08333	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	15-24	ALLAREA	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	23.125	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	15+	ALLAREA	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	3.19458	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	15+	ALLAREA	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	18.81958	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	15-24	ALLAREA	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	30.41667	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	25-44	ALLAREA	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	3.75	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	25-44	ALLAREA	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	30.76375	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	25-44	RURAL	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	3.26375	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	15+	URBAN	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	30.20833	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	25-44	URBAN	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	3.95833	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	25-44	URBAN	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	23.47208	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	45-54	URBAN	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	4.02792	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	45-54	URBAN	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	15	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	55-64	URBAN	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	3.88875	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	55-64	URBAN	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	9.23625	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	65+	URBAN	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	2.70833	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	65+	URBAN	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	23.125	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	15+	URBAN	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	18.75	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	45-54	RURAL	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	5.20833	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	45-54	RURAL	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	15.34708	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	55-64	RURAL	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	2.98625	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	55-64	RURAL	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	7.91667	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	65+	RURAL	FEMALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	2.36125	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	65+	RURAL	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	3.61125	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	25-44	RURAL	MALE	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	275	State of Palestine	2000.0	20.06958	Float					Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000	['']	C	PERCENT	10+	URBAN	FEMALE	G
