series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Name of international institution	Reporting Type
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2000.0	0	Float					The World Bank Annual Report 2000: Financial Statement and Appendixes to the Annual Report	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IBRD	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2000.0	0	Float					IFC 2000 Annual Report Volume 2	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IFC	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2000.0	0	Float					IMF Annual Report 2000	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IMF	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2005.0	0	Float					International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2005	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IBRD	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2005.0	0	Float					IMF Annual Report 2005	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IMF	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2005.0	0	Float					IFC 2005 Annual Report Volume 2	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IFC	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2010.0	0.54945	Float					IFC 2010 Annual Report Volume 2	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IFC	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2010.0	0	Float					IMF Annual Report 2010	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IMF	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2010.0	0.53476	Float					International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2010	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IBRD	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2015.0	0.54348	Float					IFC 2015 Annual Report Volume 2	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IFC	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2015.0	0.53191	Float					IMF Annual Report 2015	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IMF	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2015.0	0.53191	Float					International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2015	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IBRD	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2016.0	0.53191	Float					IMF Annual Report 2016	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IMF	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2016.0	0.54348	Float					IFC 2016 Annual Report Volume 2	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IFC	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2016.0	0.53191	Float					International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2016	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IBRD	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2017.0	0.54348	Float					IFC 2017 Annual Report Volume 2	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IFC	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2017.0	0.5291	Float					International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2017	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IBRD	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2017.0	0.5291	Float					IMF Annual Report 2017	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IMF	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2018.0	0.5291	Float					International Bank for Reconstruction and Development Management’s Discussion & Analysis and Financial Statements June 30, 2018	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IBRD	G
SG_INT_MBRDEV	Proportion of members of developing countries in international organizations, by organization (%)	412	Kosovo	2018.0	0.5291	Float					IMF Annual Report 2018	"['The status of Kosovo should be understood to be in the context of United Nations Security Council resolution 1244 (1999). As a result, within the ""Standard country or area codes for statistical use (M49)"", Kosovo is currently considered part of Serbia (numerical code 688). For strictly statistical purposes, the numerical code 412 is used to represent Kosovo. ']"	G	PERCENT	IMF	G
