series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Reporting Type
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	862	Venezuela (Bolivarian Republic of)	2000.0	147.91002	Float					Evaluacion antropometrica nutricional de los menores de cinco años, para comparacion internacional. Venezuela 2000. Caracas: Instituto Nacional de Nutrition, 2001(and additional analysis).	['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	862	Venezuela (Bolivarian Republic of)	2001.0	151.74329	Float					Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).	['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	862	Venezuela (Bolivarian Republic of)	2002.0	152.59207	Float					Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).	['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	862	Venezuela (Bolivarian Republic of)	2003.0	150.3901	Float					Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).	['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	862	Venezuela (Bolivarian Republic of)	2004.0	148.06834	Float					Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).	['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	862	Venezuela (Bolivarian Republic of)	2005.0	157.15117	Float					Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).	['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	862	Venezuela (Bolivarian Republic of)	2006.0	175.31528	Float					Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).	['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	862	Venezuela (Bolivarian Republic of)	2007.0	175.84799	Float					Sistema de vigilancia alimentaria y nutricional Venezuela 2007. Caracas, Venezuela: Instituto Nacional de Nutrición, 2009 (y análisis adicional).	['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	862	Venezuela (Bolivarian Republic of)	2008.0	181.88188	Float					Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).	['Converted estimates']	CA	NUM_TH	<5Y	G
SH_STA_OVRWGTN	Children moderately or severely overweight (thousands)	862	Venezuela (Bolivarian Republic of)	2009.0	185.08147	Float					Ficha técnica: Evaluación antropométrica nutricional en menores de 5 años según criterios internacionales. Caracas, Venezuela: Gobierno Bolivariano de Venezuela, Ministerio del Poder Popular para la Salud, INN, 2012 (and additional analysis).	['Converted estimates']	CA	NUM_TH	<5Y	G
