series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	496	Mongolia	2007.0	83.23924	Float						National Statistical Office (NSO) - Government of Mongolia		['Household Socio-Economic Survey 2007-2008']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	496	Mongolia	2007.0	91.74425	Float						National Statistical Office (NSO) - Government of Mongolia		['Household Socio-Economic Survey 2007-2008']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	496	Mongolia	2009.0	93.18038	Float						National Statistical Office of Mongolia - NSO		['Household Socio-Economic Survey 2008-2009']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	496	Mongolia	2009.0	83.86138	Float						National Statistical Office of Mongolia - NSO		['Household Socio-Economic Survey 2008-2009']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	496	Mongolia	2010.0	94.70282	Float						National Statistical Office of Mongolia - NSO		['Household Socio-Economic Survey 2010']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	496	Mongolia	2010.0	97.26871	Float						National Statistical Office of Mongolia - NSO		['Household Socio-Economic Survey 2010']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	496	Mongolia	2011.0	99.85868	Float						National Statistical Office of Mongolia - NSO		['Household Socio-Economic Survey 2011']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	496	Mongolia	2011.0	99.68379	Float						National Statistical Office of Mongolia - NSO		['Household Socio-Economic Survey 2011']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	496	Mongolia	2012.0	99.83053	Float						National Statistical Office of Mongolia - NSO		['Household Socio-Economic Survey 2012']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	496	Mongolia	2012.0	99.78409	Float						National Statistical Office of Mongolia - NSO		['Household Socio-Economic Survey 2012']	CA	PERCENT	G	Q1
