series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Age	Reporting Type
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	454	Malawi	2000.0	136.99223	Float						Malawi demographic and health survey 2000. Demographic and Health Surveys. Zomba, Malawi and Calverton, Maryland, USA: National Statistical Office and ORC Macro, 2001 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	454	Malawi	2002.0	134.81059	Float						Malawi 2002 Core Welfare Indicators Questionnaire Survey		['']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	454	Malawi	2004.0	140.41114	Float						Malawi demographic and health survey 2004. Demographic and Health Surveys. Calverton, Maryland: NSO and ORC Macro, 2005 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	454	Malawi	2006.0	98.21431	Float						Malawi multiple indicator cluster survey 2006, Final report. Lilongwe, Malawi: National Statistical Office and UNICEF, 2008. http://www.childinfo.org/mics3_surveys.html accessed 6 February 2009 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	454	Malawi	2009.0	46.30855	Float						UNICEF and CDC. The national micronutrient survey 2009. Lilongwe, Malawi: Ministry of Health, UNICEF, Irish Aid and CDC, 2011.		['']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	454	Malawi	2010.0	106.31892	Float						Malawi demographic and health survey 2010. Demographic and Health Surveys. Zomba, Malawi, and Calverton, Maryland, USA: NSO and ICF Macro. 2011 (and additional analysis).		['']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	454	Malawi	2014.0	104.97719	Float						Malawi MDG endline survey 2014. Final Report. Zomba, Malawi: National Statistical Office, 2014 (and additional analysis)		['']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	454	Malawi	2015.0	77.06014	Float						Malawi Demographic and Health Survey 2015-16. Zomba, Malawi, and Rockville, Maryland, USA. NSO and ICF (and additional analysis)		['']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	454	Malawi	2016.0	108.87899	Float						Report of the Seven Nutrition Surveys Conducted in Flood Affected Livelihood Zones of Malawi - Assessment Period November - December 2016		['6-59 months; Fieldwork conducted in November to December']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	454	Malawi	2017.0	61.63819	Float						Report of the Seven Nutrition Surveys Conducted in Flood Affected Livelihood Zones of Malawi - Assessment Period May 2017		['6-59 months']	CA	NUM_TH	<5Y	G
SH_STA_WASTEN	Children moderately or severely wasted (thousands)	454	Malawi	2018.0	36.85917	Float						Report of the Seven Nutrition Surveys Conducted in Flood Affected Livelihood Zones of Malawi - Assessment Period January - February 2018		['6-59 months']	CA	NUM_TH	<5Y	G
