series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2007.0	1.15942	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2007.0	0.54815	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2008.0	0.55088	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2008.0	0.62864	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2009.0	0.94514	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2009.0	0.65591	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2010.0	1.66451	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2010.0	1.94553	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2011.0	0.83724	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2011.0	0.6173	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2012.0	0.98481	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	Q1
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2012.0	1.14059	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propositos Multiples']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2014.0	1.75437	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propósitos Múltiples']	CA	PERCENT	G	_T
SI_COV_LMKT	[World Bank] Proportion of population covered by labour market programs (%)	222	El Salvador	2014.0	2.16508	Float						Dirección General de Estadística y Censos - Ministerio de Economía		['Encuesta de Hogares de Propósitos Múltiples']	CA	PERCENT	G	Q1
