series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2014.0	19.0	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	MALE	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2014.0	13.6	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	BOTHSEX	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2014.0	8.2	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	FEMALE	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2015.0	8.4	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	FEMALE	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2015.0	19.2	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	MALE	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2015.0	13.8	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	BOTHSEX	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2016.0	18.4	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	MALE	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2016.0	7.7	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	FEMALE	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2016.0	13.1	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	BOTHSEX	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2017.0	13.4	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	BOTHSEX	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2017.0	7.9	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	FEMALE	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2017.0	18.8	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	MALE	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2018.0	18.6	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	MALE	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2018.0	13.3	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	BOTHSEX	G
SP_LGL_LNDAGSEC	Proportion of people with ownership or secure rights over agricultural land (out of total agricultural population), by sex (%)	604	Peru	2018.0	8.0	Float						Encuesta Nacional Agropecuaria		['The estimate is produced combining the information on having a document for the parcel and the sex of the holder.']	C	PERCENT	FEMALE	G
