series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Education level	Reporting Type
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2015.0	85.2784295790254	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2015.0	84.7776576446516	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2015.0	75.5374695092797	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2016.0	84.9690109329489	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2016.0	75.1694942294902	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2016.0	84.9148072563925	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2017.0	85.0413870440813	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2017.0	74.4502113034367	Float						UIS		['']	E	PERCENT	PRIMAR	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2017.0	84.5957559672967	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2018.0	84.6221671840658	Float						UIS		['']	E	PERCENT	LOWSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2018.0	85.0507912823864	Float						UIS		['']	E	PERCENT	UPPSEC	G
SE_ACC_DWAT	Schools with access to basic drinking water, by education level (%)	1	World	2018.0	74.4819369380587	Float						UIS		['']	E	PERCENT	PRIMAR	G
