series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Type of occupation
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2010.0	22.6	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	MALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2010.0	77.4	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2013.0	30.2	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2013.0	69.8	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	MALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2014.0	69.6	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	MALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2014.0	30.4	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2015.0	30.2	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2015.0	69.8	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	MALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2016.0	70.2	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	MALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2016.0	29.8	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2017.0	29.6	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2017.0	70.4	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	MALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2018.0	29.7	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	FEMALE	G	NURS
SH_MED_HWRKDIS	Health worker distribution, by sex and type of occupation (%)	608	Philippines	2018.0	70.3	Float						Global Health Workforce Statistics database, Global Health Observatory, WHO .  Available at http://www.who.int/hrh/statistics/hwfstats/en/. For the specific sources and metadata by country, refer to database directly.		['']	C	PERCENT	MALE	G	NURS
