series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Activity
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	2010.0	84.23943	Float						LFS - Sri Lanka Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised']	C	PERCENT	FEMALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	2010.0	56.94883	Float						LFS - Sri Lanka Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised']	C	PERCENT	FEMALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	2010.0	66.37885	Float						LFS - Sri Lanka Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised']	C	PERCENT	MALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	2010.0	91.06325	Float						LFS - Sri Lanka Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised']	C	PERCENT	MALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	2010.0	66.67225	Float						LFS - Sri Lanka Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised']	C	PERCENT	FEMALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	2010.0	70.98771	Float						LFS - Sri Lanka Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised']	C	PERCENT	BOTHSEX	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	2010.0	63.47545	Float						LFS - Sri Lanka Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised']	C	PERCENT	BOTHSEX	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	2010.0	88.37216	Float						LFS - Sri Lanka Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised']	C	PERCENT	BOTHSEX	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	2010.0	73.15176	Float						LFS - Sri Lanka Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised']	C	PERCENT	MALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	144	Sri Lanka	2011.0	70.83986	Float						LFS - Sri Lanka Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing | Break in series: Methodology revised']	C	PERCENT	BOTHSEX	G	TOTAL
