series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Activity
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2016.0	84.31376	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2016.0	78.45581	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2016.0	96.86522	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2016.0	83.37115	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2016.0	77.28375	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2016.0	95.77484	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2016.0	85.80991	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2016.0	80.24041	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2016.0	98.75973	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2017.0	84.23666	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2017.0	78.52739	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2017.0	97.06996	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2017.0	83.31794	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2017.0	77.35981	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	360	Indonesia	2017.0	95.95291	Float						LFS - National Labour Force Survey		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	AGR
