series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2005.0	50.5828	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2005.0	71.04557	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2006.0	69.58492	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2006.0	49.32769	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2007.0	47.58559	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2007.0	66.86927	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2008.0	62.00586	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2008.0	43.29234	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2009.0	41.08965	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2009.0	60.84591	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2010.0	60.50548	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2010.0	39.55377	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2011.0	39.33474	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2011.0	60.10428	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2012.0	60.60022	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	616	Poland	2012.0	38.75305	Float						Central Statistical Office of Poland - CSO		['Household Budget Survey']	CA	PERCENT	G	_T
