series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	76	Brazil	2006.0	11.55424	Float						Instituto Brasileiro de Geografia e Estatistica		['Pesquisa Nacional por Amostra de Domicilios']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	76	Brazil	2006.0	30.10094	Float						Instituto Brasileiro de Geografia e Estatistica		['Pesquisa Nacional por Amostra de Domicilios']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	76	Brazil	2009.0	27.94677	Float						Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 		['Pesquisa Nacional por Amostra de Domicilios']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	76	Brazil	2009.0	8.26926	Float						Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 		['Pesquisa Nacional por Amostra de Domicilios']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	76	Brazil	2011.0	9.76714	Float						Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 		['Pesquisa Nacional por Amostra de Domicilio ']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	76	Brazil	2011.0	28.31045	Float						Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 		['Pesquisa Nacional por Amostra de Domicilio ']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	76	Brazil	2012.0	28.34465	Float						Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 		['Pesquisa Nacional por Amostra de Domicilio ']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	76	Brazil	2012.0	9.71582	Float						Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 		['Pesquisa Nacional por Amostra de Domicilio ']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	76	Brazil	2015.0	10.58352	Float						Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 		['Pesquisa Nacional por Amostra de Domicílios Contínua']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	76	Brazil	2015.0	30.53531	Float						Instituto Brasileiro de Geografia e Estatistica IBGE - Ministerio  do Planejamento, Orçamento e Gestao 		['Pesquisa Nacional por Amostra de Domicílios Contínua']	CA	PERCENT	G	_T
