series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2008.0	59.94743	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2008.0	69.87466	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2009.0	71.10538	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2009.0	58.55187	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2010.0	68.86802	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2010.0	58.2791	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2012.0	57.30478	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey ']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2012.0	66.19946	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey ']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2013.0	62.91737	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey ']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2013.0	54.09911	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey ']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2015.0	52.7002	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey ']	CA	PERCENT	G	_T
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2015.0	60.86168	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey ']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2016.0	64.8575	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey ']	CA	PERCENT	G	Q1
SI_COV_SOCAST	[World Bank] Proportion of population covered by social assistance programs (%)	112	Belarus	2016.0	54.08126	Float						National Statistical Committee of the Republic of Belarus		['Household Sample Survey ']	CA	PERCENT	G	_T
