series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Location	Sex	Age	Reporting Type
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	642	Romania	2000.0	22.91667	Float						INSSE based on National Time Use Study		['']	C	PERCENT	ALLAREA	FEMALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	642	Romania	2000.0	9.16667	Float						INSSE based on National Time Use Study		['']	C	PERCENT	ALLAREA	MALE	25-44	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	642	Romania	2000.0	24.16667	Float						INSSE based on National Time Use Study		['']	C	PERCENT	ALLAREA	FEMALE	45-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	642	Romania	2000.0	12.5	Float						INSSE based on National Time Use Study		['']	C	PERCENT	ALLAREA	MALE	45-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	642	Romania	2000.0	9.58333	Float						INSSE based on National Time Use Study		['']	C	PERCENT	ALLAREA	MALE	10+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	642	Romania	2000.0	20.83333	Float						INSSE based on National Time Use Study		['']	C	PERCENT	ALLAREA	FEMALE	10+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	642	Romania	2000.0	16.25	Float						INSSE based on National Time Use Study		['']	C	PERCENT	ALLAREA	MALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	642	Romania	2000.0	15.83333	Float						INSSE based on National Time Use Study		['']	C	PERCENT	RURAL	MALE	45-64	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	642	Romania	2000.0	17.91667	Float						INSSE based on National Time Use Study		['']	C	PERCENT	RURAL	MALE	65+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	642	Romania	2000.0	7.08333	Float						INSSE based on National Time Use Study		['']	C	PERCENT	URBAN	MALE	10+	G
SL_DOM_TSPD	Proportion of time spent on unpaid domestic chores and care work, by sex, age and location (%)	642	Romania	2000.0	17.91667	Float						INSSE based on National Time Use Study		['']	C	PERCENT	URBAN	FEMALE	10+	G
