series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Disability status	Reporting Type
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2015.0	19	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	BOTHSEX	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2015.0	5.6	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	BOTHSEX	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2015.0	5.5	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	BOTHSEX	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2015.0	5.8	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	MALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2015.0	16.1	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	FEMALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2015.0	5.2	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	FEMALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2015.0	5.7	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	MALE	PWD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2015.0	5.3	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	FEMALE	_T	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2015.0	21.1	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	MALE	PD	G
SL_TLF_UEMDIS	Unemployment rate, by sex and disability (%)	643	Russian Federation	2016.0	20	Float						LFS - Labour force survey		['Age coverage - maximum age: 72 years old']	C	PERCENT	MALE	PD	G
