series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Reporting Type	Quantile
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	2006.0	24.4576	Float						Ministerio de Planificacion		['Encuesta de Caracterizacion Socio-Economica Nacional (CASEN)']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	2006.0	31.87976	Float						Ministerio de Planificacion		['Encuesta de Caracterizacion Socio-Economica Nacional (CASEN)']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	2009.0	41.25616	Float						Ministerio de Planificacion		['Encuesta de Caracterizacion Socio-Economica Nacional (CASEN)']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	2009.0	36.86726	Float						Ministerio de Planificacion		['Encuesta de Caracterizacion Socio-Economica Nacional (CASEN)']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	2011.0	15.62684	Float						Universidad de Chile - Gobierno de Chile		['Encuesta de Caracterizacion Socioeconomica Nacional (CASEN)']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	2011.0	23.64044	Float						Universidad de Chile - Gobierno de Chile		['Encuesta de Caracterizacion Socioeconomica Nacional (CASEN)']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	2013.0	44.39475	Float						Ministerio de Desarrollo Social - Gobierno de Chile		['Encuesta de Caracterización Socioeconómica Nacional (CASEN)']	CA	PERCENT	G	_T
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	2013.0	40.72819	Float						Ministerio de Desarrollo Social - Gobierno de Chile		['Encuesta de Caracterización Socioeconómica Nacional (CASEN)']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	2015.0	41.8645	Float						World Development Indicators database, World Bank		['Encuesta de Caracterización Socioeconómica Nacional (CASEN)']	CA	PERCENT	G	Q1
SI_COV_SOCINS	[World Bank] Proportion of population covered by social insurance programs (%)	152	Chile	2015.0	44.9127	Float						World Development Indicators database, World Bank		['Encuesta de Caracterización Socioeconómica Nacional (CASEN)']	CA	PERCENT	G	_T
