series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	timeCoverage	upperBound	lowerBound	basePeriod	source	geoInfoUrl	footnotes	Nature	Units	Sex	Reporting Type	Activity
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2012.0	94.77144	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2012.0	92.15149	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2012.0	98.55251	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2012.0	93.3108	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2012.0	89.48997	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2012.0	98.43077	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2012.0	96.451	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2012.0	95.01774	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2012.0	98.70647	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2013.0	97.70615	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2013.0	96.20988	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2013.0	99.52241	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2013.0	96.75503	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2013.0	94.37154	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2013.0	99.24359	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2013.0	98.87437	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2013.0	98.15025	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2013.0	99.93545	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2016.0	87.70168	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2016.0	98.22691	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2016.0	90.68946	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2016.0	82.3594	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2016.0	97.86497	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2016.0	95.85689	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2016.0	93.79512	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2016.0	98.94468	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2016.0	92.77486	Float						LFS - National survey on the employment situation		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2017.0	92.07683	Float						LFS - Regional Integrated Survey on Employment and the Informal Sector		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2017.0	90.05512	Float						LFS - Regional Integrated Survey on Employment and the Informal Sector		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2017.0	90.71324	Float						LFS - Regional Integrated Survey on Employment and the Informal Sector		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	FEMALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2017.0	86.73788	Float						LFS - Regional Integrated Survey on Employment and the Informal Sector		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2017.0	84.8322	Float						LFS - Regional Integrated Survey on Employment and the Informal Sector		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2017.0	89.38131	Float						LFS - Regional Integrated Survey on Employment and the Informal Sector		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	BOTHSEX	G	AGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2017.0	84.05351	Float						LFS - Regional Integrated Survey on Employment and the Informal Sector		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	TOTAL
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2017.0	80.24032	Float						LFS - Regional Integrated Survey on Employment and the Informal Sector		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	NONAGR
SL_ISV_IFRM	Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%)	384	Côte d'Ivoire	2017.0	88.15198	Float						LFS - Regional Integrated Survey on Employment and the Informal Sector		['Repository: ILO-STATISTICS - Micro data processing']	C	PERCENT	MALE	G	AGR
