goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.2	Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries	C170201	17.2.1	Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)	2020.Q1.G.02	['means of implementation', 'development assistance']	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CON_USD	Constant USD	G	Global	2767.01101	2494.70992	3266.83667	2858.66834	3292.31914	4296.02166	3842.826	3901.89665	4413.27404	3998.54579	4574.52043	4453.53288	4600.82251	4088.54883	3684.87907	4334.1024	4104.32061	4304.89	4520.58706	4520.58706			[2000-2016]: Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million // [2017-2018]: Net Disbursements | Based on OECD, DAC database, 2019 | Provisional. | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.2	Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries	C170201	17.2.1	Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)	2020.Q1.G.02	['means of implementation', 'development assistance']	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CON_USD	Constant USD	G	Global	35.68702	54.88272	78.88711	133.5767	140.46307	163.3218	182.04041	175.65869	205.00426	188.43881	203.56756	207.47629	198.25788	187.86549	195.7337	215.0087	275.94649	304.12	294.32248	294.32248			[2000-2016]: Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million // [2017-2018]: Net Disbursements | Based on OECD, DAC database, 2019 | Provisional. | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.2	Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries	C170201	17.2.1	Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)	2020.Q1.G.02	['means of implementation', 'development assistance']	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CON_USD	Constant USD	G	Global	2776.29145	2736.21803	2546.87811	2227.09361	2314.29946	2331.49624	2400.39141	2459.05928	2452.99046	2530.54915	2634.03394	2547.67472	2469.21159	2581.45415	2622.08923	2669.57857	2449.60267	2448.02	2448.96554	2448.96554			[2000-2016]: Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million // [2017-2018]: Net Disbursements | Based on OECD, DAC database, 2019 | Provisional. | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.2	Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries	C170201	17.2.1	Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)	2020.Q1.G.02	['means of implementation', 'development assistance']	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CON_USD	Constant USD	G	Global	598.63341	625.35336	699.27812	703.32165	773.89625	1016.90947	923.0955	968.66626	1059.47898	1192.14885	1290.43266	1263.98569	1246.55522	1279.90968	1434.23265	1326.91387	1088.3555	1083.79	925.24644	925.24644			[2000-2016]: Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million // [2017-2018]: Net Disbursements | Based on OECD, DAC database, 2019 | Provisional. | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.2	Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries	C170201	17.2.1	Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)	2020.Q1.G.02	['means of implementation', 'development assistance']	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CON_USD	Constant USD	G	Global	6316.63676	6517.7983	7929.3747	8585.04648	8975.68417	10415.88049	10672.44007	8896.80409	9103.14871	10885.28018	11605.77708	11021.10861	10906.44664	9877.0793	9204.25535	9264.60092	9872.98941	11330.86	11831.74889	11831.74889			[2000-2016]: Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million // [2017-2018]: Net Disbursements | Based on OECD, DAC database, 2019 | Provisional. | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.2	Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries	C170201	17.2.1	Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)	2020.Q1.G.02	['means of implementation', 'development assistance']	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CON_USD	Constant USD	G	Global	7663.5104	7724.58497	7728.79564	8115.81836	8108.16965	10778.8659	11012.47209	11695.11493	12521.54638	11012.0297	12352.77748	12634.15408	12358.80866	12902.93281	14774.35473	18764.74058	25603.57277	25005.06	24265.57606	24265.57606			[2000-2016]: Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million // [2017-2018]: Net Disbursements | Based on OECD, DAC database, 2019 | Provisional. | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.2	Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries	C170201	17.2.1	Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)	2020.Q1.G.02	['means of implementation', 'development assistance']	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CON_USD	Constant USD	G	Global	349.3797	317.33011	399.76537	422.74903	330.44981	386.92457	408.50472	427.79224	546.30672	476.44033	416.00481	328.90999	275.26867	199.27763	210.24331	243.43227	377.92641	313.58	268.22714	268.22714			[2000-2016]: Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million // [2017-2018]: Net Disbursements | Based on OECD, DAC database, 2019 | Provisional. | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.2	Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries	C170201	17.2.1	Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)	2020.Q1.G.02	['means of implementation', 'development assistance']	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			[2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2003	2018	16	CON_USD	Constant USD	G	Global				27.31876	77.49346	106.81805	162.17777	92.95107	87.32358	105.30987	103.7206	119.85789	110.06495	115.21098	130.2073	165.52605	211.57149	148.68	179.51663	179.51663			[2003-2016]: Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million // [2017-2018]: Net Disbursements | Based on OECD, DAC database, 2019 | Provisional. | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.2	Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries	C170201	17.2.1	Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)	2020.Q1.G.02	['means of implementation', 'development assistance']	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CON_USD	Constant USD	G	Global	14.12979	18.19752	20.95777	24.37971	26.1684	29.30869	45.75278	46.75489	59.4296	51.69134	40.2045	32.91528	35.04263	44.76652	44.0991	50.39127	66.73304	68.27	80.16523	80.16523			[2000-2016]: Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million // [2017-2018]: Net Disbursements | Based on OECD, DAC database, 2019 | Provisional. | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
17	Goal 17	Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development	17.2	Developed countries to implement fully their official development assistance commitments, including the commitment by many developed countries to achieve the target of 0.7 per cent of gross national income for official development assistance (ODA/GNI) to developing countries and 0.15 to 0.20 per cent of ODA/GNI to least developed countries; ODA providers are encouraged to consider setting a target to provide at least 0.20 per cent of ODA/GNI to least developed countries	C170201	17.2.1	Net official development assistance, total and to least developed countries, as a proportion of the Organization for Economic Cooperation and Development (OECD) Development Assistance Committee donors’ gross national income (GNI)	2020.Q1.G.02	['means of implementation', 'development assistance']	DC_ODA_TOTL	Net official development assistance (ODA) from OECD-DAC countries, by donor countries (millions of constant 2017 United States dollars)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	CON_USD	Constant USD	G	Global	2110.99342	2020.42673	2115.36006	2114.19744	2159.52375	2291.40113	2791.38894	3024.01686	3190.63246	3139.40485	3514.69381	3880.35821	4220.08815	4012.95724	3868.96108	3731.22923	3495.16568	3035.96	3151.29664	3151.29664			[2000-2016]: Net Disbursements | Based on OECD, DAC database, 2019 | Constant 2017 USD million // [2017-2018]: Net Disbursements | Based on OECD, DAC database, 2019 | Provisional. | Constant 2017 USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
