goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,observationStatus_code,observationStatus_desc,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170101,17.1.1,"Total government revenue as a proportion of GDP, by source",2020.Q1.G.02,"['means of implementation', 'public finance']",GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),1,World,1,,,Region,,,,,,,,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,29.5543973868469,27.5010899123445,27.9847908332758,28.2438791844189,28.5365866762226,28.8785907541882,30.5571916063066,31.4516150536181,31.4476220898639,29.9691459658749,30.8136752612681,31.2729698571516,31.2366483453304,31.6649369894201,31.9581413085325,31.1032403350143,30.7641218425467,31.380681753127,31.0793410013484,31.0793410013484,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170101,17.1.1,"Total government revenue as a proportion of GDP, by source",2020.Q1.G.02,"['means of implementation', 'public finance']",GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,,,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,40.5449839428997,41.9969318046013,38.2437107727513,38.4756859088298,39.9230903166601,38.0514488214834,35.7289398233961,38.8133375440159,38.7118220641044,35.3225559430795,33.0635910818937,31.8716739916736,34.1897620940705,37.4749716274467,37.9413763824242,39.0261683945964,35.4336537674779,36.499681144174,38.924353898781,38.924353898781,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170101,17.1.1,"Total government revenue as a proportion of GDP, by source",2020.Q1.G.02,"['means of implementation', 'public finance']",GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,,,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,12,PT,Percentage,G,Global,4.56666421001879,3.97606821856077,4.31121288926533,4.32221472576339,5.61692224676021,5.79002475423724,,,,,,,20.569897920883,21.1783550455903,23.7806098371731,19.5354536767113,18.4822568189215,16.5063095591945,,16.5063095591945,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170101,17.1.1,"Total government revenue as a proportion of GDP, by source",2020.Q1.G.02,"['means of implementation', 'public finance']",GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,,,A,Normal value,"[2010, 2011, 2012, 2013]",2010,2013,4,PT,Percentage,G,Global,,,,,,,,,,,45.5549215988344,38.1190650653619,27.7141015089978,25.1738864469557,,,,,,25.1738864469557,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170101,17.1.1,"Total government revenue as a proportion of GDP, by source",2020.Q1.G.02,"['means of implementation', 'public finance']",GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),11,Western Africa,4,202,Sub-Saharan Africa,Region,,,,,,,,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,14.9284793847854,14.5715530804149,15.6155736819278,15.8030426236424,15.9102179164997,16.1398382533193,22.1449139162836,17.8232631423246,17.6766604576079,18.3416087364834,18.6236725503333,18.3013613085589,18.7034298322793,19.2902829613197,19.1789418867517,23.0520468750164,21.6442682904536,21.4067296878856,20.4437186148872,20.4437186148872,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170101,17.1.1,"Total government revenue as a proportion of GDP, by source",2020.Q1.G.02,"['means of implementation', 'public finance']",GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,,,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,28.6822194282081,28.476235186042,26.6292318986094,45.8174266605271,47.5398173172985,48.7949882505905,49.7959100256096,50.7832475328126,52.0032045468554,45.6918402878994,41.4638619950747,38.4914319191525,40.7058440694012,41.389258948081,40.1892547797963,41.8936928157673,42.1507906731719,43.5150140352271,44.9548158712082,44.9548158712082,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170101,17.1.1,"Total government revenue as a proportion of GDP, by source",2020.Q1.G.02,"['means of implementation', 'public finance']",GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,,,A,Normal value,"[2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2002,2018,17,PT,Percentage,G,Global,,,14.1205666281447,11.4505661915216,11.6494332743097,12.1706973342879,11.3856049758653,13.3389272635451,14.7724514141132,15.1715071525353,16.5161106104889,15.1221776635203,18.3657012244248,17.8899087168151,19.1417528458792,18.5162452304148,19.8389150956744,20.4732488073315,22.1995467246578,22.1995467246578,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170101,17.1.1,"Total government revenue as a proportion of GDP, by source",2020.Q1.G.02,"['means of implementation', 'public finance']",GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),12,Algeria,4,15,Northern Africa,Country,2.678164227,28.15940032,DZA,1,1,,,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011]",2000,2011,12,PT,Percentage,G,Global,38.2723657087426,35.6154337489059,35.4470681878482,38.0921120271119,36.6315395748971,41.1627215022481,42.9485580783861,39.7281636266405,47.1896950037314,37.5250698880176,37.0537991032773,40.4241551854137,,,,,,,,40.4241551854137,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170101,17.1.1,"Total government revenue as a proportion of GDP, by source",2020.Q1.G.02,"['means of implementation', 'public finance']",GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),120,Cameroon,5,17,Middle Africa,Country,12.7419827,5.692387031,CMR,1,1,,,A,Normal value,"[2012, 2013, 2014, 2015, 2016, 2017, 2018]",2012,2018,7,PT,Percentage,G,Global,,,,,,,,,,,,,16.8199782058934,16.7786747995154,17.2471585484279,16.1872472776341,15.3182983491513,15.4675514206432,16.0547805611521,16.0547805611521,,,,IMF,,_X: Data nature not available
17,Goal 17,Strengthen the means of implementation and revitalize the Global Partnership for Sustainable Development,17.1,"Strengthen domestic resource mobilization, including through international support to developing countries, to improve domestic capacity for tax and other revenue collection",C170101,17.1.1,"Total government revenue as a proportion of GDP, by source",2020.Q1.G.02,"['means of implementation', 'public finance']",GR_G14_GDP,Total government revenue (budgetary central government) as a proportion of GDP (%),124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,,,A,Normal value,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,43.2457943021123,41.6809301260864,40.2092005693285,40.1977622437814,39.9575361059142,40.1297296232621,40.5465958203147,40.3946472691869,39.0211593912526,39.6032288488634,38.387512477139,38.3259782769834,38.4580905668886,38.5201816588487,38.5971270625177,40.0100178905257,40.3018307158532,40.482407723903,40.7922089568516,40.7922089568516,,,,IMF,,_X: Data nature not available
