goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1995	value_1996	value_1997	value_1998	value_1999	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	1	World	1			Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	1995	2018	24	CU_USD_M	Millions of current United States dollars	G	Global	4586.6588	5239.61754	4620.01463	5464.12332	6691.78214	2976.47018	2664.63498	3335.12454	3845.82659	3707.51821	2734.55354	2170.99459	1484.7295	1026.56485	924.7112	504.64196	483.81689	349.40137	256.90087	230.69518	217.73846	206.46625	193.66881	33.24838	33.24838			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006]	1995	2006	12	CU_USD_M	Millions of current United States dollars	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49378	3.45791	3.6251													3.6251			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	1995	2017	23	CU_USD_M	Millions of current United States dollars	G	Global	37.47994	4.26413	0.0	0.0	0.0	0.0	0.0	0.0	61.613	72.15497	83.41728	88.25391	83.65522	84.36703	78.94231	85.62142	89.21603	100.50958	81.71711	73.40868	63.42768	42.0083	7.68259		7.68259			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	13	Central America	4	419	Latin America and the Caribbean	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	1995	2018	24	CU_USD_M	Millions of current United States dollars	G	Global	0.0	0.0	54.22022	17.98163	17.46948	33.65177	19.42397	19.68919	10.36626	3.1	14.3	21.9	21.3	12.32	13.46	15.67	11.03	0.72	0.0	0.0	0.0	0.0	22.6	17.6	17.6			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								[2007, 2013, 2014, 2015, 2016, 2017]	2007	2017	6	CU_USD_M	Millions of current United States dollars	G	Global													0.09963						0.32573	0.48985	1.14101	0.70339	0.29237		0.29237			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	142	Asia	2	1	World	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	1995	2018	24	CU_USD_M	Millions of current United States dollars	G	Global	52.00941	45.90937	60.58761	41.48765	50.32733	48.31115	48.45669	45.95907	49.62233	53.46195	69.93632	52.12872	74.40463	104.68605	146.66685	46.51114	53.73142	51.24308	46.64301	31.81639	30.23602	32.22418	36.43499	0.24201	0.24201			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	1995	2017	23	CU_USD_M	Millions of current United States dollars	G	Global	0.0	0.0	0.15018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	145	Western Asia	3	142	Asia	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	1995	2018	24	CU_USD_M	Millions of current United States dollars	G	Global	33.3127	32.92597	46.47869	33.51886	32.60974	29.92281	26.87718	23.73658	19.45806	12.3211	11.10688	10.88083	10.89691	11.00399	13.55533	12.43854	21.72723	18.43265	18.28304	1.81525	1.13315	0.58074	1.40376	0.24201	0.24201			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	15	Northern Africa	3	2	Africa	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	1995	2017	23	CU_USD_M	Millions of current United States dollars	G	Global	0.5862	1.84917	6.14128	6.57697	6.03646	6.31312	3.81335	3.27831	9.63508	7.27789	10.12631	8.49858	15.64835	13.28553	9.95502	7.65323	16.46374	12.72068	7.64935	17.75549	7.13428	15.63371	14.96098		14.96098			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.b	Correct and prevent trade restrictions and distortions in world agricultural markets, including through the parallel elimination of all forms of agricultural export subsidies and all export measures with equivalent effect, in accordance with the mandate of the Doha Development Round	C020b02	2.b.1	Agricultural export subsidies	2020.Q1.G.02	['means of implementation', 'sustainable agriculture', 'agricultural policy', 'economic policy', 'export subsidies']	AG_PRD_XSUBDY	Agricultural export subsidies (millions of current United States dollars)	150	Europe	2	1	World	Region								[1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	1995	2018	24	CU_USD_M	Millions of current United States dollars	G	Global	4412.89551	4985.46318	4343.5206	5221.10656	6530.48414	2869.71289	2538.3257	3234.66944	3711.90002	3571.5184	2556.7715	2000.21213	1289.62168	793.0124	673.31559	349.18617	313.37569	184.20802	120.56566	107.22477	115.79947	115.89667	111.69788	15.40637	15.40637			The notification record varies from year to year and therefore the set of countries represented in the data \nmay differ among the years reported, particularly in more recent periods.	World Trade Organization		_X: Data nature not available
