goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.2	Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors	C080201	8.2.1	Annual growth rate of real GDP per employed person	2020.Q1.G.02	['economic growth', 'labour productivity']	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	1	World	1			Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	2.6	0.7	1.0	1.4	2.5	2.2	2.8	2.6	0.7	-2.0	3.3	2.1	1.4	1.6	1.6	1.6	1.4	1.9	1.6	1.4	1.4			Based on GDP per person engaged, constant 2010 US dollar	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.2	Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors	C080201	8.2.1	Annual growth rate of real GDP per employed person	2020.Q1.G.02	['economic growth', 'labour productivity']	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	9.8	6.4	6.3	1.9	3.1	6.7	2.3	2.8	2.8	-0.2	7.8	5.6	0.9	0.5	0.3	1.7	4.3	-0.6	3.0	3.8	3.8			Based on GDP per person engaged, constant 2010 US dollar	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.2	Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors	C080201	8.2.1	Annual growth rate of real GDP per employed person	2020.Q1.G.02	['economic growth', 'labour productivity']	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	12.3	10.2	11.1	13.1	12.9	13.0	12.7	11.6	9.8	10.2	9.1	4.6	6.3	7.5	7.0	6.0	7.6	8.7	5.3	5.4	5.4			Based on GDP per person engaged, constant 2010 US dollar	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.2	Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors	C080201	8.2.1	Annual growth rate of real GDP per employed person	2020.Q1.G.02	['economic growth', 'labour productivity']	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	-2.1	-0.7	1.3	-4.6	1.1	-2.8	1.7	-0.3	1.1	0.4	1.6	1.0	1.5	2.0	1.3	-7.2	-4.0	-2.9	-1.8	-2.9	-2.9			Based on GDP per person engaged, constant 2010 US dollar	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.2	Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors	C080201	8.2.1	Annual growth rate of real GDP per employed person	2020.Q1.G.02	['economic growth', 'labour productivity']	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	3.9	3.1	3.6	5.5	9.9	7.9	8.7	7.2	8.9	-0.7	7.3	5.2	1.6	0.9	1.6	-3.9	-2.6	2.5	2.3	2.2	2.2			Based on GDP per person engaged, constant 2010 US dollar	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.2	Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors	C080201	8.2.1	Annual growth rate of real GDP per employed person	2020.Q1.G.02	['economic growth', 'labour productivity']	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	7.4	-2.7	3.8	6.6	9.2	9.6	7.1	6.7	2.9	-3.2	0.4	3.8	7.9	8.4	5.3	5.1	2.8	5.3	5.9	5.3	5.3			Based on GDP per person engaged, constant 2010 US dollar	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.2	Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors	C080201	8.2.1	Annual growth rate of real GDP per employed person	2020.Q1.G.02	['economic growth', 'labour productivity']	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	3.4	-3.0	1.2	1.8	-5.6	0.7	-3.8	3.1	-2.4	-1.5	0.8	0.9	2.4	-2.5	8.0	3.5	0.8	2.4	1.0	1.3	1.3			Based on GDP per person engaged, constant 2010 US dollar	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.2	Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors	C080201	8.2.1	Annual growth rate of real GDP per employed person	2020.Q1.G.02	['economic growth', 'labour productivity']	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	0.4	1.4	0.5	0.8	2.9	-1.7	-0.2	1.2	3.0	2.2	3.5	1.0	1.4	2.2	2.6	2.5	1.6	0.5	0.8	1.1	1.1			Based on GDP per person engaged, constant 2010 US dollar	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.2	Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors	C080201	8.2.1	Annual growth rate of real GDP per employed person	2020.Q1.G.02	['economic growth', 'labour productivity']	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	2.7	0.5	0.6	-0.7	1.4	1.9	0.9	-0.3	-0.5	-1.3	1.6	1.8	0.5	0.9	2.2	0.1	0.1	0.9	0.4	0.6	0.6			Based on GDP per person engaged, constant 2010 US dollar	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
8	Goal 8	Promote sustained, inclusive and sustainable economic growth, full and productive employment and decent work for all	8.2	Achieve higher levels of economic productivity through diversification, technological upgrading and innovation, including through a focus on high-value added and labour-intensive sectors	C080201	8.2.1	Annual growth rate of real GDP per employed person	2020.Q1.G.02	['economic growth', 'labour productivity']	SL_EMP_PCAP	Annual growth rate of real GDP per employed person (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	PT	Percentage	G	Global	11.6	-0.8	2.4	1.4	7.0	3.7	4.2	11.2	3.1	-4.0	-1.3	1.4	-1.2	-1.3	-1.4	-0.8	2.9	2.3	3.4	3.1	3.1			Based on GDP per person engaged, constant 2010 US dollar	ILO modelled estimates, November 2019, available in ILOSTAT (https://ilostat.ilo.org/). For the specific sources by country and the estimation methodology refer to ILOSTAT directly.		M: Modeled data
