goal_code,goal_labelEN,goal_descEN,target_code,target_descEN,indicator_code,indicator_reference,indicator_descEN,series_release,series_tags,series,seriesDescription,geoAreaCode,geoAreaName,level,parentCode,parentName,type,X,Y,ISO3,UN_Member,Country_Profile,timeCoverage,geoInfoUrl,years,min_year,max_year,n_years,unitsCode,unitsDesc,reportingTypeCode,reportingTypeDesc,value_2000,value_2001,value_2002,value_2003,value_2004,value_2005,value_2006,value_2007,value_2008,value_2009,value_2010,value_2011,value_2012,value_2013,value_2014,value_2015,value_2016,value_2017,value_2018,latest_value,basePeriod,valueDetails,footnotes,sources,timeDetails,nature
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",C090501,9.5.1,Research and development expenditure as a proportion of GDP,2020.Q1.G.02,"['research and development', 'economic growth']",GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),1,World,1,,,Region,,,,,,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,1.51403,1.53681,1.52747,1.52916,1.50595,1.52607,1.54159,1.55918,1.59939,1.64281,1.61888,1.63872,1.64588,1.66678,1.68413,1.68887,1.69478,1.71669,,1.71669,,,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,E: Estimated data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",C090501,9.5.1,Research and development expenditure as a proportion of GDP,2020.Q1.G.02,"['research and development', 'economic growth']",GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),100,Bulgaria,4,151,Eastern Europe,Country,25.23763153,42.75731323,BGR,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,0.49866,0.45052,0.46834,0.47587,0.47449,0.44617,0.4454,0.43024,0.44787,0.4947,0.56387,0.53191,0.60479,0.63724,0.79377,0.96015,0.78006,0.75239,,0.75239,,,,Statistical Office of the European Union (Eurostat): Eurostat Science and Technology database,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",C090501,9.5.1,Research and development expenditure as a proportion of GDP,2020.Q1.G.02,"['research and development', 'economic growth']",GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),104,Myanmar,4,35,South-Eastern Asia,Country,96.51752295,21.19332882,MMR,1,1,,,"[2000, 2001, 2002, 2017]",2000,2017,4,PT,Percentage,G,Global,0.11306,0.07144,0.16216,,,,,,,,,,,,,,,0.03186,,0.03186,,,[2000-2002]: Partial data // [2017]: Excluding Business enterprise;Excluding Private non-profit;Partial data;Break in series with previous year for which data are available,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",C090501,9.5.1,Research and development expenditure as a proportion of GDP,2020.Q1.G.02,"['research and development', 'economic growth']",GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),108,Burundi,5,14,Eastern Africa,Country,29.89080992,-3.366387428,BDI,1,1,,,"[2007, 2008, 2009, 2010, 2011]",2007,2011,5,PT,Percentage,G,Global,,,,,,,,0.20068,0.15417,0.14096,0.13719,0.12776,,,,,,,,0.12776,,,Partial data,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",C090501,9.5.1,Research and development expenditure as a proportion of GDP,2020.Q1.G.02,"['research and development', 'economic growth']",GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),112,Belarus,4,151,Eastern Europe,Country,28.04940161,53.54193075,BLR,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,0.7221,0.70876,0.6209,0.61147,0.62759,0.67852,0.66065,0.96203,0.74147,0.62167,0.65268,0.6776,0.64603,0.65191,0.50548,0.49999,0.50063,0.58411,0.60817,0.60817,,,[2000-2015]: Converted from the former national currency using the appropriate conversion rate // [2016-2018]:,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",C090501,9.5.1,Research and development expenditure as a proportion of GDP,2020.Q1.G.02,"['research and development', 'economic growth']",GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),116,Cambodia,4,35,South-Eastern Asia,Country,104.922836,12.71163737,KHM,1,1,,,"[2002, 2015]",2002,2015,2,PT,Percentage,G,Global,,,0.0498,,,,,,,,,,,,,0.11823,,,,0.11823,,,[2002]: Partial data // [2015]: Break in series with previous year for which data are available,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",C090501,9.5.1,Research and development expenditure as a proportion of GDP,2020.Q1.G.02,"['research and development', 'economic growth']",GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),12,Algeria,4,15,Northern Africa,Country,2.678164227,28.15940032,DZA,1,1,,,"[2001, 2002, 2003, 2004, 2005, 2017]",2001,2017,6,PT,Percentage,G,Global,,0.23028,0.3664,0.19623,0.16357,0.06604,,,,,,,,,,,,0.54243,,0.54243,,,[2001-2005]: Partial data // [2017]: Break in series with previous year for which data are available,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",C090501,9.5.1,Research and development expenditure as a proportion of GDP,2020.Q1.G.02,"['research and development', 'economic growth']",GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),124,Canada,4,21,Northern America,Country,-101.6575058,57.72360191,CAN,1,1,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]",2000,2018,19,PT,Percentage,G,Global,1.86469,2.02831,1.97873,1.97478,2.00416,1.97759,1.94872,1.90857,1.8604,1.92227,1.82958,1.79132,1.7766,1.70964,1.71824,1.69718,1.69728,1.591,1.55277,1.55277,,,"[2000-2011,2013,2015-2016]:  // [2012,2014]: Break in series with previous year for which data are available // [2017-2018]: Provisional data",Organisation for Economic Co-operation and Development (OECD): Research and Development Statistics (RDS) database,,C: Country data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",C090501,9.5.1,Research and development expenditure as a proportion of GDP,2020.Q1.G.02,"['research and development', 'economic growth']",GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),127,Southern Asia (excluding India),1,,,Group,,,,,,,,"[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]",2000,2017,18,PT,Percentage,G,Global,0.30895,0.31843,0.33359,0.40777,0.38113,0.45889,0.45357,0.50117,0.49084,0.47229,0.46762,0.45734,0.44352,0.43956,0.44054,0.43317,0.4512,0.45528,,0.45528,,,,UNESCO Institute for Statistics (UIS) Survey on Research and Experimental Development Statistics,,E: Estimated data
9,Goal 9,"Build resilient infrastructure, promote inclusive and sustainable industrialization and foster innovation",9.5,"Enhance scientific research, upgrade the technological capabilities of industrial sectors in all countries, in particular developing countries, including, by 2030, encouraging innovation and substantially increasing the number of research and development workers per 1 million people and public and private research and development spending",C090501,9.5.1,Research and development expenditure as a proportion of GDP,2020.Q1.G.02,"['research and development', 'economic growth']",GB_XPD_RSDV,Research and development expenditure as a proportion of GDP (%),132,Cabo Verde,5,11,Western Africa,Country,-23.63544151,15.07791834,CPV,1,1,,,[2011],2011,2011,1,PT,Percentage,G,Global,,,,,,,,,,,,0.07264,,,,,,,,0.07264,,,Higher Education only;Partial data;Source: Regional Publication,"African Science, Technology and Innovation Indicators (ASTII) Initiative of the African Union/NEPAD Planning and Coordinating Agency (AU/NPCA): African Innovation Outlook series",,C: Country data
