goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			[2014]	2014	2014	1	PT	Percentage	G	Global		52.0				52.0			Safe when walking alone after dark. Includes persons who reported feeling very safe from crime when walking alone after dark in their neighbourhood. Individuals who reported never walking alone after dark were excluded from the calculation of the proportions. Source: Statistics Canada, General Social Survey, 2014.	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			[2013, 2014, 2015, 2016, 2017]	2013	2017	5	PT	Percentage	G	Global	85.0	86.0	84.0	84.0	84.7	84.7			"Item is asked in reverse meaning: whether the respondent feels threatened in his/her own neighbourhood. This figure presents those that have answered ""No"", i.e. does not feel threatened in his/her own neighbourhood"	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			[2016]	2016	2016	1	PT	Percentage	G	Global				87.2		87.2			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			[2016]	2016	2016	1	PT	Percentage	G	Global				47.6		47.6			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	352	Iceland	4	154	Northern Europe	Country	-19.02116966	64.79134763	ISL	1	1			[2013, 2014, 2015, 2016, 2017]	2013	2017	5	PT	Percentage	G	Global	91.0	92.0	93.0	92.0	90.9	90.9			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			[2013, 2014, 2015, 2016]	2013	2016	4	PT	Percentage	G	Global	92.0	92.0	92.0	91.0		91.0			"Data relate to proportion who responded that they feel ""safe"" or ""very safe"" walking alone in their neighbourhood during the day. Data derived from the National Survey of Community Satisfaction with Policing, as published in the Report on Government Services"	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			[2016]	2016	2016	1	PT	Percentage	G	Global				60.6		60.6			Includes feeling very safe and fairly safe	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			[2016]	2016	2016	1	PT	Percentage	G	Global				89.0		89.0			Average Combination of Percentage : Walking alone in your community in the day (95.5%) and Walking alone in your community after dark (81.7%)	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	410	Republic of Korea	4	30	Eastern Asia	Country	127.8610254	36.45201023	KOR	1	1			[2014, 2016]	2014	2016	2	PT	Percentage	G	Global		54.1		58.6		58.6			Source: Victimization survey conducted by the Korean Institute of Criminology	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	440	Lithuania	4	154	Northern Europe	Country	23.90517807	55.33680309	LTU	1	1			[2013]	2013	2013	1	PT	Percentage	G	Global	64.0					64.0			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	442	Luxembourg	4	155	Western Europe	Country	6.092656563	49.77679538	LUX	1	1			[2016, 2017]	2016	2017	2	PT	Percentage	G	Global				70.6	72.0	72.0			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	591	Panama	5	13	Central America	Country	-81.26616623	8.450965746	PAN	1	1			[2016]	2016	2016	1	PT	Percentage	G	Global				33.0		33.0			"Source: National Integrated System of Criminal Statistics (SIEC), Panama\'s National Crime Victim Survey (ENVI) 2017. Includes feeling safe and very safe. Includes the formulation ""at night"""	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	604	Peru	5	5	South America	Country	-71.82093277	-13.58939705	PER	1	1			[2013, 2014, 2015, 2016, 2017]	2013	2017	5	PT	Percentage	G	Global	41.9	41.5	41.7	42.0	45.8	45.8			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	616	Poland	4	151	Eastern Europe	Country	19.40660158	52.1226733	POL	1	1			[2013, 2014, 2015, 2016, 2017]	2013	2017	5	PT	Percentage	G	Global	76.0	77.0	78.0	74.0	76.1	76.1			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	68	Bolivia (Plurinational State of)	5	5	South America	Country	-64.66224284	-16.71273412	BOL	1	1			[2013, 2015]	2013	2015	2	PT	Percentage	G	Global	15.4		17.4			17.4			UN-CTS = United Nations Survey of Crime Trends and Criminal Justice Operations	UNODC		_X: Data nature not available
16	Goal 16	Promote peaceful and inclusive societies for sustainable development, provide access to justice for all and build effective, accountable and inclusive institutions at all levels	16.1	Significantly reduce all forms of violence and related death rates everywhere	C160104	16.1.4	Proportion of population that feel safe walking alone around the area they live	2020.Q1.G.02	['violence', 'crime']	VC_SNS_WALN	Proportion of population that feel safe walking alone around the area they live (%)	703	Slovakia	4	151	Eastern Europe	Country	19.48495604	48.70741446	SVK	1	1			[2013]	2013	2013	1	PT	Percentage	G	Global	74.0					74.0			"Data relate to the respondentâs opinion/feeling about the level of security he experiences in the area close to the place of his residence (who responded that they feel ""very safly"" or ""fairly safly"") . Source: Statistics on Income and Living Conditions, EU SILC 2013"	UNODC		_X: Data nature not available
