goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	C030b02	3.b.2	Total net official development assistance to medical research and basic health sectors	2020.Q1.G.02	['means of implementation', 'development finance', 'health', 'medical research']	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	7.867655	8.463546	8.291086	16.051407	9.79831	13.134812	13.989862	24.594806	33.24711	47.274045	60.755541	38.368766	93.404899	115.12228	145.003099	95.101226	148.882316	118.430567	118.430567			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	OECD		C: Country data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	C030b02	3.b.2	Total net official development assistance to medical research and basic health sectors	2020.Q1.G.02	['means of implementation', 'development finance', 'health', 'medical research']	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	3.555035	3.172104	3.463798	5.589661	8.455633	14.807126	14.868508	23.762365	36.324878	28.177362	47.866099	43.778409	37.984538	51.431366	43.294374	50.847848	103.300895	95.035905	95.035905			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	OECD		C: Country data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	C030b02	3.b.2	Total net official development assistance to medical research and basic health sectors	2020.Q1.G.02	['means of implementation', 'development finance', 'health', 'medical research']	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)	11	Western Africa	4	202	Sub-Saharan Africa	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	136.703111	252.320312	162.603939	205.040849	314.133649	327.492797	455.292134	484.132755	676.016179	1014.951094	913.561324	836.872992	1047.945946	1282.693945	1443.923276	1928.487372	1657.509974	1703.94552	1703.94552			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	OECD		C: Country data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	C030b02	3.b.2	Total net official development assistance to medical research and basic health sectors	2020.Q1.G.02	['means of implementation', 'development finance', 'health', 'medical research']	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	CON_USD	Constant USD	G	Global						1.033547	1.058457	2.602181	5.398656	1.023604	9.727176	5.121491	6.144231	5.409029	5.48672	1.263877	5.841114	3.044696	3.044696			Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	OECD		C: Country data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	C030b02	3.b.2	Total net official development assistance to medical research and basic health sectors	2020.Q1.G.02	['means of implementation', 'development finance', 'health', 'medical research']	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	18.347986	24.406794	11.290689	22.955425	13.577868	43.649534	39.80319	48.826627	45.821076	59.003229	100.658651	52.162675	53.935823	65.112063	62.611857	72.247159	48.362405	77.321894	77.321894			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	OECD		C: Country data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	C030b02	3.b.2	Total net official development assistance to medical research and basic health sectors	2020.Q1.G.02	['means of implementation', 'development finance', 'health', 'medical research']	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	0.567221	1.280171	0.705574	0.525336	0.475827	0.638615	0.40542	1.835487	0.288487	0.322814	1.500692	2.719072	0.461594	0.274649	0.164685	0.305488	0.732258	0.42204	0.42204			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	OECD		C: Country data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	C030b02	3.b.2	Total net official development assistance to medical research and basic health sectors	2020.Q1.G.02	['means of implementation', 'development finance', 'health', 'medical research']	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	22.684657	3.971681	6.457181	8.371229	19.790093	23.717039	27.704864	22.055082	24.481995	33.689427	23.943741	91.670297	40.652342	67.625684	68.218837	96.684175	53.234911	59.189624	59.189624			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	OECD		C: Country data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	C030b02	3.b.2	Total net official development assistance to medical research and basic health sectors	2020.Q1.G.02	['means of implementation', 'development finance', 'health', 'medical research']	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)	127	Southern Asia (excluding India)	1			Group								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	150.679888	144.611338	110.290847	129.446219	190.059744	310.687369	454.081669	520.733457	554.691857	618.08032	753.083799	496.003057	645.665168	885.83405	693.303531	743.785889	830.306007	929.954916	929.954916			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	OECD		C: Country data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	C030b02	3.b.2	Total net official development assistance to medical research and basic health sectors	2020.Q1.G.02	['means of implementation', 'development finance', 'health', 'medical research']	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)	13	Central America	4	419	Latin America and the Caribbean	Region								[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	37.830725	48.342777	44.31998	50.19595	47.144216	80.417041	88.8302	100.115714	99.02907	85.467012	82.715735	77.789234	84.314828	74.725807	81.423825	115.467522	83.141838	84.270436	84.270436			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	OECD		C: Country data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.b	Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all	C030b02	3.b.2	Total net official development assistance to medical research and basic health sectors	2020.Q1.G.02	['means of implementation', 'development finance', 'health', 'medical research']	DC_TOF_HLTHL	Total official development assistance to medical research and basic heath sectors, gross disbursement, by recipient countries (millions of constant 2017 United States dollars)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	CON_USD	Constant USD	G	Global	0.239573	4.20167	0.313623	0.218792	1.51941	0.939003	0.445567	0.1475	0.29997	0.571343	1.473652	3.136727	5.299414	3.19638	1.720393	2.552994	0.50827	1.635125	1.635125			[2000-2001]: Commitments | Based on OECD, CRS databased, 2019 | Constant 2017 USD million // [2002-2017]: Gross disbursements | Based on OECD, CRS databased, 2019 | Constant 2017 USD million	OECD		C: Country data
