goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2000	value_2001	value_2002	value_2003	value_2004	value_2005	value_2006	value_2007	value_2008	value_2009	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q1.G.02	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	USD	USD	G	Global	55.65	105.86	78.14	59.54	85.89	130.5	120.21	121.39	535.13333	357.27333	645.97059	877.65136	829.11554	4697.47999	2057.94384	2460.47859	1993.25883	2090.73061	2090.73061			Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q1.G.02	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	USD	USD	G	Global	79.02683	150.40649	186.15636	226.40637	349.87453	372.86703	424.96333	509.98252	482.67132	548.8358	691.1044	566.12444	531.76835	588.97325	538.88917	260.43647	734.02171	545.37509	545.37509			Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q1.G.02	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			[2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2005	2017	13	USD	USD	G	Global						141.02022	365.70022	634.11938	1260.2183	559.86574	786.53864	446.49568	922.22305	594.54401	1094.55986	484.08055	-431.63638	329.32763	329.32763			Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q1.G.02	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	USD	USD	G	Global	353.93667	389.9	127.76542	316.6862	245.1512	469.96541	667.01267	1319.50011	1086.54583	869.44008	932.31986	833.53387	1117.3213	1207.1351	1297.5358	1143.775	1119.591	1352.23032	1352.23032			Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q1.G.02	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	USD	USD	G	Global	-401.31378	67.18967	-412.747	2345.61946	-1360.83788	-1390.13588	-3694.16588	2121.74812	337.46	3013.65574	1301.37238	1634.86797	-2543.57553	1107.8553	1302.63552	2790.64864	2398.61175	2160.54276	2160.54276			Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q1.G.02	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	USD	USD	G	Global	218.386	265.53333	1095.86533	613.775	621.485	242.71215	835.272	642.6794	583.53201	750.80035	235.17187	654.15266	578.76412	356.33006	986.11275	1331.24241	371.56872	1700.97383	1700.97383			Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q1.G.02	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	USD	USD	G	Global	119.75467	130.78	161.05	187.90312	209.94379	261.08545	193.13149	111.70002	218.90174	194.80722	260.81183	291.51798	-99.19024	329.44448	241.43272	221.22984	102.36099	167.86733	167.86733			Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q1.G.02	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	USD	USD	G	Global	50.8312	75.50487	54.53453	51.83	111.42633	90.06667	137.31833	190.99818	237.40939	245.79999	229.38074	289.18241	229.67298	229.79207	642.53354	465.57156	468.05699	515.32401	515.32401			Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q1.G.02	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	USD	USD	G	Global	298.16934	50.32768	323.27988	592.51833	587.78167	1114.59667	971.53667	759.12498	1040.17835	824.15837	966.09342	983.39931	1180.99409	1286.30547	1268.93089	1135.25593	1151.61171	816.30691	816.30691			Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
10	Goal 10	Reduce inequality within and among countries	10.b	Encourage official development assistance and financial flows, including foreign direct investment, to States where the need is greatest, in particular least developed countries, African countries, small island developing States and landlocked developing countries, in accordance with their national plans and programmes	C100b01	10.b.1	Total resource flows for development, by recipient and donor countries and type of flow (e.g. official development assistance, foreign direct investment and other flows)	2020.Q1.G.02	['means of implementation', 'development finance', 'development assistance']	DC_TRF_TOTL	Total assistance for development, by recipient countries (millions of current United States dollars)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017]	2000	2017	18	USD	USD	G	Global	-224.81187	202.39813	247.47781	303.75767	337.70267	389.78733	304.71567	422.9592	458.85293	571.45457	502.43839	473.58036	497.54126	598.6333	702.03409	614.59187	592.35673	910.06951	910.06951			Net Disbursements | Based on OECD, DAC database, 2019 | Current USD million	The Organisation for Economic Co-operation and Development (OECD).		C: Country data
