goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_2010	value_2011	value_2012	value_2013	value_2014	value_2015	value_2016	value_2017	value_2018	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030305	3.3.5	Number of people requiring interventions against neglected tropical diseases	2020.Q1.G.02	['health', 'diseases', 'communicable diseases', 'tropical diseases']	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	1	World	1			Region								[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	NUMBER	Number	G	Global	2190414971.0	2174525334.0	2126650431.0	2039570504.0	1927720677.0	1801358718.0	1764868362.0	1756650870.0	1755331611.0	1755331611.0			Imputation of incomplete reports and aggregation across diseases	WHO Global Health Observatory		E: Estimated data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030305	3.3.5	Number of people requiring interventions against neglected tropical diseases	2020.Q1.G.02	['health', 'diseases', 'communicable diseases', 'tropical diseases']	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	NUMBER	Number	G	Global	295.0	310.0	322.0	291.0	314.0	318.0	272.0	218.0	1.0	1.0			Aggregation across diseases	WHO Global Health Observatory		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030305	3.3.5	Number of people requiring interventions against neglected tropical diseases	2020.Q1.G.02	['health', 'diseases', 'communicable diseases', 'tropical diseases']	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	NUMBER	Number	G	Global	48309747.0	44558743.0	43673271.0	43072246.0	40774983.0	41292086.0	39343021.0	37482211.0	41778536.0	41778536.0			Aggregation across diseases	WHO Global Health Observatory		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030305	3.3.5	Number of people requiring interventions against neglected tropical diseases	2020.Q1.G.02	['health', 'diseases', 'communicable diseases', 'tropical diseases']	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	NUMBER	Number	G	Global	4018578.0	4076023.0	4101923.0	5142500.0	5332369.0	5601304.0	5898120.0	5340398.0	5484235.0	5484235.0			Aggregation across diseases	WHO Global Health Observatory		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030305	3.3.5	Number of people requiring interventions against neglected tropical diseases	2020.Q1.G.02	['health', 'diseases', 'communicable diseases', 'tropical diseases']	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	NUMBER	Number	G	Global	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			Aggregation across diseases	WHO Global Health Observatory		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030305	3.3.5	Number of people requiring interventions against neglected tropical diseases	2020.Q1.G.02	['health', 'diseases', 'communicable diseases', 'tropical diseases']	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	NUMBER	Number	G	Global	4533102.0	4517044.0	4134227.0	4347927.0	5550420.0	5610240.0	4771389.0	5298995.0	4182394.0	4182394.0			Aggregation across diseases	WHO Global Health Observatory		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030305	3.3.5	Number of people requiring interventions against neglected tropical diseases	2020.Q1.G.02	['health', 'diseases', 'communicable diseases', 'tropical diseases']	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	NUMBER	Number	G	Global	10260.0	11831.0	7471.0	22713.0	5460.0	7561.0	10752.0	13158.0	10909.0	10909.0			Aggregation across diseases	WHO Global Health Observatory		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030305	3.3.5	Number of people requiring interventions against neglected tropical diseases	2020.Q1.G.02	['health', 'diseases', 'communicable diseases', 'tropical diseases']	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	NUMBER	Number	G	Global	19286214.0	19339400.0	19647096.0	20442764.0	19433385.0	20630132.0	19389766.0	16222133.0	16537416.0	16537416.0			Aggregation across diseases	WHO Global Health Observatory		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030305	3.3.5	Number of people requiring interventions against neglected tropical diseases	2020.Q1.G.02	['health', 'diseases', 'communicable diseases', 'tropical diseases']	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	NUMBER	Number	G	Global	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0			Aggregation across diseases	WHO Global Health Observatory		CA: Country adjusted data
3	Goal 3	Ensure healthy lives and promote well-being for all at all ages	3.3	By 2030, end the epidemics of AIDS, tuberculosis, malaria and neglected tropical diseases and combat hepatitis, water-borne diseases and other communicable diseases	C030305	3.3.5	Number of people requiring interventions against neglected tropical diseases	2020.Q1.G.02	['health', 'diseases', 'communicable diseases', 'tropical diseases']	SH_TRP_INTVN	Number of people requiring interventions against neglected tropical diseases (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			[2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2010	2018	9	NUMBER	Number	G	Global	170442.0	169326.0	142687.0	136960.0	135058.0	136792.0	145562.0	123664.0	125137.0	125137.0			Aggregation across diseases	WHO Global Health Observatory		CA: Country adjusted data
