series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	educationLevel_code	educationLevel_desc	typeOfSkill_code	typeOfSkill_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			M	Male	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	2018	44.9227159140165					PISA 2018		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			F	Female	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	2018	61.9201524246884					PISA 2018		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	2018	52.8971977762794					PISA 2018		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			M	Male	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	2018	54.8431985825893					PISA 2018		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			F	Female	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	2018	56.4289318502223					PISA 2018		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	Both sexes	ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	2018	55.5871578951119					PISA 2018		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			M	Male	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	2016	94.0021344642429					PIRLS 2016		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			F	Female	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	2016	95.5844083458503					PIRLS 2016		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	Both sexes	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	2016	94.7867147904391					PIRLS 2016		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			M	Male	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	2015	74.0188246095494					TIMSS 2015		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			F	Female	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	2015	76.2573325264247					TIMSS 2015		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	Both sexes	ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	2015	75.1170647254078					TIMSS 2015		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	2014	7.4					PASEC 2014		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	2014	81.07					PASEC 2014		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	2014	78.87					PASEC 2014		C	Country data	PT	Percentage	G	Global			
SE_TOT_PRFL	Proportion of children and young people achieving a minimum proficiency level in reading and mathematics (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	2014	79.01					PASEC 2014		C	Country data	PT	Percentage	G	Global			
