series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	observationStatus_code	observationStatus_desc	age_code	age_desc	sex_code	sex_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	1			Region								A	Normal value	Y_GE15	15 years old and over	F	Female	2019	766084.1506		784684.1506	747484.1506		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	G	Global			
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	1			Region								A	Normal value	Y_GE15	15 years old and over	M	Male	2019	717601.7253		736041.7253	699161.7253		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	G	Global			
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	1	World	1			Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	2019	2001143.027		2001143.0373	2001143.0167		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	G	Global			
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	2018	880.99974		1050.99974	710.99974		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2017-2019	G	Global monitoring data	NUMBER	Thousands	G	Global			
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			A	Normal value	Y_GE15	15 years old and over	M	Male	2018	295.6963		385.6963	205.6963		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2017-2019	G	Global monitoring data	NUMBER	Thousands	G	Global			
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			A	Normal value	Y_GE15	15 years old and over	F	Female	2018	426.36943		526.36943	326.36943		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2017-2019	G	Global monitoring data	NUMBER	Thousands	G	Global			
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	11	Western Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	2019	208107.4624		208107.4832	208107.4416		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	G	Global			
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	11	Western Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	Y_GE15	15 years old and over	M	Male	2019	75313.60847		77283.60847	73343.60847		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	G	Global			
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	11	Western Africa	4	202	Sub-Saharan Africa	Region								A	Normal value	Y_GE15	15 years old and over	F	Female	2019	77114.61755		78914.61755	75314.61755		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the annual value.	E	Estimated data	NUMBER	Thousands	G	Global			
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			A	Normal value	_T	All age ranges or no breaks by age	_T	Both sexes	2018	7164.01046		7594.01046	6734.01046		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2017-2019	G	Global monitoring data	NUMBER	Thousands	G	Global			
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			A	Normal value	Y_GE15	15 years old and over	F	Female	2018	2644.6165		2824.6165	2464.6165		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2017-2019	G	Global monitoring data	NUMBER	Thousands	G	Global			
AG_PRD_FIESMSIN	Total population in moderate or severe food insecurity (thousands of people)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			A	Normal value	Y_GE15	15 years old and over	M	Male	2018	2070.29737		2290.29737	1850.29737		Food and Agriculture Organisation of the United Nations (FAO), with data collected through the Gallup World Poll.	The observation value represents the 3-year average of the period 2017-2019	G	Global monitoring data	NUMBER	Thousands	G	Global			
