series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	location_code	location_desc	sex_code	sex_desc	educationLevel_code	educationLevel_desc	quantile_code	quantile_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	All areas	_T	Both sexes	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	2014	0.4097					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	All areas	_T	Both sexes	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2014	0.7886					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	All areas	_T	Both sexes	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2016	0.1782					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	All areas	_T	Both sexes	ISCED11_1	Primary	_T	Total (national average) or no breakdown	2016	0.69852					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	All areas	_T	Both sexes	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	2016	0.03863					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	All areas	F	Female	ISCED11_1	Primary	_T	Total (national average) or no breakdown	2016	0.70085					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			U	Urban	M	Male	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	All areas	M	Male	ISCED11_1	Primary	_T	Total (national average) or no breakdown	2016	0.69632					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			U	Urban	F	Female	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			R	Rural	_T	Both sexes	ISCED11_3	Upper secondary	_T	Total (national average) or no breakdown	2016	0.03711					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			R	Rural	F	Female	ISCED11_1	Primary	_T	Total (national average) or no breakdown	2016	0.79152					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			R	Rural	_T	Both sexes	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2016	0.20812					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			U	Urban	F	Female	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			U	Urban	F	Female	ISCED11_1	Primary	_T	Total (national average) or no breakdown	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	All areas	M	Male	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2016	0.24871					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	All areas	F	Female	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2016	0.11621					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			R	Rural	F	Female	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2016	0.1304					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			R	Rural	M	Male	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2016	0.32528					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			U	Urban	_T	Both sexes	ISCED11_1	Primary	_T	Total (national average) or no breakdown	2016	0.54836					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			U	Urban	M	Male	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			U	Urban	_T	Both sexes	ISCED11_2	Lower secondary	_T	Total (national average) or no breakdown	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
SE_AWP_CPRA	Adjusted wealth parity index for completion rate, by sex, location, wealth quintile and education level	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			U	Urban	M	Male	ISCED11_1	Primary	_T	Total (national average) or no breakdown	2016	0.0					UNESCO Institute for Statistics. Data extracted on April 27 2020.		E	Estimated data	RO	Ratio	G	Global			
