series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	1	World	1			Region								2018	79.8838					Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			2018	99.71					Communications Regulation Commission	Operator with largest  LTE population coverage.	_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			2018	75.0					Ministry of Transport and Communications		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			2018	20.93					AGENCE DE REGULATION ET DE CONTROLE DES TELECOMMUNICATIONS		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								2018	24.92984					Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			2018	75.7					Ministry of Informatization and communication of the Republic of Belarus		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			2018	80.3					Telecommunication Regulator of Cambodia		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			2018	52.84					MinistĂ¨re de la Poste, des TĂŠlĂŠcommunications, des Technologies et du NumĂŠrique	"Taux corrigĂŠ aprĂ¨s correction par l\'AutoritĂŠ de rĂŠgulation ""ARPCE"" "	_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			2018	65.48					Agence de RĂŠgulation des TĂŠlĂŠcommunications  Cameroun		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			2018	99.3					Canadian Radio-television and Telecommunications Comission	Estimate based on 2017 data	_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			2017	0.0					AgĂŞncia Reguladora Multissetorial da Economia - ARME		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	136	Cayman Islands	5	29	Caribbean	Country	-81.16740559	19.32266656	CYM	0	1			2017	100.0					Utility Regulation and Competition Office 		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								2018	26.80903					Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			2018	0.12					AUTORITE DE REGULATION DES COMMUNICATIONS ELECTRONIQUES ET DE LA POSTE		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	143	Central Asia	3	142	Asia	Region								2018	60.58016					Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			2018	80.0					Telecommunications Regulatory Commission of Sri Lanka		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	145	Western Asia	3	142	Asia	Region								2018	64.26252					Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			2018	12.0					ARCEP Tchad	"[""Nous avons pris simplement le max (Operateur1, OpĂŠrateur2), bien que les localitĂŠs couvertes ne soient pas les mĂŞmes. Il y a des zones couvertes par un opĂŠrateur que l'autre ne couvre pas et inversement. On devrait faire la somme moins l'intersection.""]"	_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	15	Northern Africa	3	2	Africa	Region								2018	73.05282					Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	150	Europe	2	1	World	Region								2018	86.75275					Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			2017	88.0					SubsecretarĂ­a de Telecomunicaciones		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1			2018	99.4					MIIT		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	158	Other non-specified areas in Eastern Asia	4	30	Eastern Asia	Country								2018	99.9					National Communications Commission		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	16	American Samoa	4	61	Polynesia	Country	-170.7187269	-14.30587306	ASM	0	1			2015	0.0					ITU estimate	ITU estimate	_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								2018	13.70332					Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			2018	98.0					Ministerio de TecnologĂ­as de la InformaciĂłn y las Comunicaciones	Source: Colombia TIC, Se infiere toda la poblaciĂłn de los municipios a las cabeceras municipales de acuerdo a la desagraciacion poblacional provista por la Entidad EstadĂ­stica Nacional 	_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			2018	82.48					ANRTIC		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	178	Congo	5	11	Western Africa	Country	15.22052612	-0.840544119	COG	1	1			2017	5.0					ARPCE		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								2018	86.4271					Data based on the World Telecommunication/ICT Indicators Database, 2019, International Telecommunication Union (ITU)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			2018	0.0					AutoritĂŠ de RĂŠgulation de la Poste et des TĂŠlĂŠcommunications		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	184	Cook Islands	4	61	Polynesia	Country	-159.7711391	-21.22696458	COK	0	1			2017	55.0					Telecom Cook Islands Ltd.		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			2018	86.54					Superintendencia de Telecomunicaciones	Estimated based on districts covered.	_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			2018	98.5					HAKOM	maximal coverage reported by operators	_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			2018	0.0					Ministerio de Comunicaciones		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_4GNTWK	Proportion of population covered by at least a 4G mobile network (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			2018	97.53					Office of the Commissioner for Electronic Communications and Postal Regulation		_X	Data nature not available	PT	Percentage	G	Global			
