series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	value_detail	lowerBound_detail	upperBound_detail
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	1	World	1			Region								2019	21.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	11	Western Africa	4	202	Sub-Saharan Africa	Region								2019	3.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	13	Central America	4	419	Latin America and the Caribbean	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	142	Asia	2	1	World	Region								2019	2.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	143	Central Asia	3	142	Asia	Region								2019	2.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	15	Northern Africa	3	2	Africa	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	150	Europe	2	1	World	Region								2019	8.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	151	Eastern Europe	3	150	Europe	Region								2019	3.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	154	Northern Europe	3	150	Europe	Region								2019	4.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	155	Western Europe	3	150	Europe	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	199	Least Developed Countries (LDC)	1			Group								2019	3.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	202	Sub-Saharan Africa	3	2	Africa	Region								2019	5.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	204	Benin	5	11	Western Africa	Country	2.339933594	9.65401646	BEN	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	233	Estonia	4	154	Northern Europe	Country	25.84093481	58.68487172	EST	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	234	Faroe Islands	4	154	Northern Europe	Country	-7.122044325	62.21228119	FRO	0	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	29	Caribbean	4	419	Latin America and the Caribbean	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	419	Latin America and the Caribbean	3	19	Americas	Region								2019	3.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	428	Latvia	4	154	Northern Europe	Country	26.42461876	56.64196636	LVA	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	432	Landlocked developing countries (LLDCs)	1			Group								2019	4.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	484	Mexico	5	13	Central America	Country	-102.5148166	23.93378032	MEX	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	5	South America	4	419	Latin America and the Caribbean	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	513	Europe and Northern America	2	1	World	Region								2019	8.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	528	Netherlands	4	155	Western Europe	Country	5.331480568	51.86728884	NLD	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	53	Australia and New Zealand	3	9	Oceania	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDOTHR	Countries with national statistical plans with funding from others (1 = YES; 0 = NO)	543	Oceania (exc. Australia and New Zealand)	3	9	Oceania	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from others	G	Global monitoring data	NUMBER	Number			
