series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	educationLevel_code	educationLevel_desc	typeOfSkill_code	typeOfSkill_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	2018	0.253959559437875					PISA 2018		C	Country data	RO	Ratio	G	Global			
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	2018	0.373367499317234					PISA 2018		C	Country data	RO	Ratio	G	Global			
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			ISCED11_1	Primary	SKILL_READ	Skill: Minimum proficiency in reading	2016	0.924027510987123					PIRLS 2016		C	Country data	RO	Ratio	G	Global			
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			ISCED11_1	Primary	SKILL_MATH	Skill: Minimum proficiency in mathematics	2015	0.776705983941155					TIMSS 2015		C	Country data	RO	Ratio	G	Global			
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	2018	0.640348012337901					PISA 2018		C	Country data	RO	Ratio	G	Global			
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	2018	0.703710125388421					PISA 2018		C	Country data	RO	Ratio	G	Global			
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			ISCED11_2	Lower secondary	SKILL_MATH	Skill: Minimum proficiency in mathematics	2015	0.305004350175038					PISA D 2015		C	Country data	RO	Ratio	G	Global			
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			ISCED11_2	Lower secondary	SKILL_READ	Skill: Minimum proficiency in reading	2015	0.275496204232357					PISA D 2015		C	Country data	RO	Ratio	G	Global			
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			ISCED11A_0_G23	Grades 2/3	SKILL_MATH	Skill: Minimum proficiency in mathematics	2007	1.09518219512332					TIMSS 2007		C	Country data	RO	Ratio	G	Global			
SE_TOT_RUPI	Rural to urban parity index for achievement (ratio)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			ISCED11A_0_G23	Grades 2/3	SKILL_READ	Skill: Minimum proficiency in reading	2011	0.97708540074222					PIRLS 2011		C	Country data	RO	Ratio	G	Global			
