series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	1	World	1			Region								Y1T14	1 to 14 years old	2019	78.9					DHS, MICS and other national surveys	Based on 69 countries with a population coverage of 28 per cent	E	Estimated data	PT	Percentage	G	Global			
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			Y2T14	2 to 14 years old	2016	77.2					DHS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	G	Global			
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			Y1T14	1 to 14 years old	2017	89.6					DHS		C	Country data	PT	Percentage	G	Global			
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			Y1T14	1 to 14 years old	2019	57.0					MICS		C	Country data	PT	Percentage	G	Global			
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y2T14	2 to 14 years old	2013	86.3					MICS	Refers to children aged 2-14 years	C	Country data	PT	Percentage	G	Global			
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			Y1T14	1 to 14 years old	2014	85.0					MICS		C	Country data	PT	Percentage	G	Global			
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			Y2T14	2 to 14 years old	2010	92.0					MICS	Refers to children aged 2-14 years; not included in aggregates as falls outside year range	C	Country data	PT	Percentage	G	Global			
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	143	Central Asia	3	142	Asia	Region								Y1T14	1 to 14 years old	2019	58.4					DHS, MICS and other national surveys	Based on 4 countries with a population coverage of 57 per cent	E	Estimated data	PT	Percentage	G	Global			
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			Y1T14	1 to 14 years old	2015	71.1					DHS		C	Country data	PT	Percentage	G	Global			
VC_VAW_PHYPYV	Proportion of children aged 1-14 years who experienced physical punishment and/or psychological aggression by caregivers in last month (% of children aged 1-14 years)	15	Northern Africa	3	2	Africa	Region								Y1T14	1 to 14 years old	2019	84.1					DHS, MICS and other national surveys	Based on 4 countries with a population coverage of 85 per cent	E	Estimated data	PT	Percentage	G	Global			
