series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	1	World	1			Region								M	Male	2016	507730.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X	Data nature not available	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	1	World	1			Region								_T	Both sexes	2016	793307.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X	Data nature not available	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	1	World	1			Region								F	Female	2016	285577.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X	Data nature not available	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			F	Female	2016	187.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA	Country adjusted data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			M	Male	2016	631.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA	Country adjusted data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	Both sexes	2016	818.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA	Country adjusted data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			_T	Both sexes	2016	4114.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			F	Female	2016	2581.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			M	Male	2016	1533.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	2016	262.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	2016	694.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	2016	956.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			F	Female	2016	418.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E	Estimated data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			_T	Both sexes	2016	2488.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E	Estimated data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			M	Male	2016	2070.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E	Estimated data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			F	Female	2016	233.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			M	Male	2016	603.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			_T	Both sexes	2016	836.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			F	Female	2016	339.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			M	Male	2016	960.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			_T	Both sexes	2016	1299.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			F	Female	2016	864.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			M	Male	2016	2003.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Both sexes	2016	2867.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			F	Female	2016	1274.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA	Country adjusted data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			M	Male	2016	3252.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA	Country adjusted data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			_T	Both sexes	2016	4525.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		CA	Country adjusted data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			F	Female	2016	16.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E	Estimated data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			M	Male	2016	44.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E	Estimated data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Both sexes	2016	61.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E	Estimated data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	135	Caucasus and Central Asia	1			Group								F	Female	2016	1878.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X	Data nature not available	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	135	Caucasus and Central Asia	1			Group								M	Male	2016	6347.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X	Data nature not available	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	135	Caucasus and Central Asia	1			Group								_T	Both sexes	2016	8225.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X	Data nature not available	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			F	Female	2016	94.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			M	Male	2016	260.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			_T	Both sexes	2016	354.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		M	Modeled data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	143	Central Asia	3	142	Asia	Region								F	Female	2016	1727.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X	Data nature not available	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	143	Central Asia	3	142	Asia	Region								M	Male	2016	5730.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X	Data nature not available	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	143	Central Asia	3	142	Asia	Region								_T	Both sexes	2016	7457.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X	Data nature not available	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			F	Female	2016	687.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E	Estimated data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			M	Male	2016	2347.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E	Estimated data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			_T	Both sexes	2016	3035.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		E	Estimated data	NUMBER	Number	G	Global			
SH_STA_SCIDEN	Number of deaths attributed to suicide, by sex (number)	145	Western Asia	3	142	Asia	Region								M	Male	2016	9843.0					Global Health Estimates 2016: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2016. Geneva, World Health Organization, 2018		_X	Data nature not available	NUMBER	Number	G	Global			
