series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	1	World	1			Region								Y15T49	15 to 49 years old	F	Female	2020	76.8					United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 		E	Estimated data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			Y15T49	15 to 49 years old	F	Female	2016	74.9					Myanmar 2015-2016 Demographic and Health Survey		CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	0		Y15T49	15 to 49 years old	F	Female	2011	32.8					Burundi 2010 Demographic and Health Survey		CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1	1		Y15T49	15 to 49 years old	F	Female	2017	39.6					Burundi 2016 Demographic and Health Survey (DHS)		CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			Y15T49	15 to 49 years old	F	Female	2012	73.0					Belarus 2012 Multiple Indicator Cluster Survey	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	0		Y15T49	15 to 49 years old	F	Female	2014	56.5					Cambodia 2014 Demographic and Health Survey		CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1	1		Y15T49	15 to 49 years old	F	Female	2011	51.6					Cambodia 2010 Demographic and Health Survey		CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y15T49	15 to 49 years old	F	Female	2013	74.7					Algeria 2012-2013 Multiple Indicator Cluster Survey	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	0		Y15T49	15 to 49 years old	F	Female	2014	47.0					Cameroon 2014 Multiple Indicator Cluster Survey		CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1	1		Y15T49	15 to 49 years old	F	Female	2018	35.5					Cameroon 2018 Demographic and Health Survey (DHS)	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1	1		Y15T49	15 to 49 years old	F	Female	2005	73.2					Cape Verde 2005 Demographic and Reproductive Health Survey	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1	1		Y15T49	15 to 49 years old	F	Female	2011	22.0					Central African Republic 2010 Multiple Indicator Cluster Survey	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	143	Central Asia	3	142	Asia	Region								Y15T49	15 to 49 years old	F	Female	2020	76.2					United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 		E	Estimated data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			Y15T49	15 to 49 years old	F	Female	2016	74.3					Sri Lanka 2016 Demographic and Health Survey (national)	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	145	Western Asia	3	142	Asia	Region								Y15T49	15 to 49 years old	F	Female	2020	55.7					United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 		E	Estimated data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	0		Y15T49	15 to 49 years old	F	Female	2015	20.2					Chad 2014-2015 Demographic and Health Survey and MICS		CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1	1		Y15T49	15 to 49 years old	F	Female	2010	13.2					Chad 2010 Multiple Indicator Cluster Survey	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	15	Northern Africa	3	2	Africa	Region								Y15T49	15 to 49 years old	F	Female	2020	71.3					United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 		E	Estimated data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	150	Europe	2	1	World	Region								Y15T49	15 to 49 years old	F	Female	2020	79.5					United Nations, Department of Economic and Social Affairs, Population Division (2020). Estimates and Projections of Family Planning Indicators 2020. 		E	Estimated data	PT	Percentage	G	Global			
SH_FPL_MTMM	Proportion of women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (% of women aged 15-49 years)	156	China	4	30	Eastern Asia	Country	104.1403375	32.30955217	CHN	1	1	1		Y15T49	15 to 49 years old	F	Female	2001	96.6					China 2001 National Family Planning and Reproductive Health Survey	The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.	CA	Country adjusted data	PT	Percentage	G	Global			
