series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	sex_code	sex_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	1	World	1			Region								Y_GE15	15 years old and over	M	Male	2017	72.27					Global Financial Inclusion Database, World Bank.		G	Global monitoring data	PT	Percentage	G	Global			
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	1	World	1			Region								Y_GE15	15 years old and over	_T	Both sexes	2017	68.52					Global Financial Inclusion Database, World Bank.		G	Global monitoring data	PT	Percentage	G	Global			
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	1	World	1			Region								Y_GE15	15 years old and over	F	Female	2017	64.85					Global Financial Inclusion Database, World Bank.		G	Global monitoring data	PT	Percentage	G	Global			
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			Y_GE15	15 years old and over	_T	Both sexes	2017	72.2					Global Financial Inclusion Database, World Bank.		G	Global monitoring data	PT	Percentage	G	Global			
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			Y_GE15	15 years old and over	M	Male	2017	70.62					Global Financial Inclusion Database, World Bank.		G	Global monitoring data	PT	Percentage	G	Global			
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			Y_GE15	15 years old and over	F	Female	2017	73.64					Global Financial Inclusion Database, World Bank.		G	Global monitoring data	PT	Percentage	G	Global			
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			Y_GE15	15 years old and over	_T	Both sexes	2017	25.99					Global Financial Inclusion Database, World Bank.	Global Findex data exclude the states of Chin, Kachin, and Kayah, representing less than 5 percent of the population.	G	Global monitoring data	PT	Percentage	G	Global			
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			Y_GE15	15 years old and over	M	Male	2017	26.01					Global Financial Inclusion Database, World Bank.	Global Findex data exclude the states of Chin, Kachin, and Kayah, representing less than 5 percent of the population.	G	Global monitoring data	PT	Percentage	G	Global			
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			Y_GE15	15 years old and over	F	Female	2017	25.98					Global Financial Inclusion Database, World Bank.	Global Findex data exclude the states of Chin, Kachin, and Kayah, representing less than 5 percent of the population.	G	Global monitoring data	PT	Percentage	G	Global			
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			Y_GE15	15 years old and over	F	Female	2014	6.73					Global Financial Inclusion Database, World Bank.		G	Global monitoring data	PT	Percentage	G	Global			
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			Y_GE15	15 years old and over	M	Male	2014	7.5					Global Financial Inclusion Database, World Bank.		G	Global monitoring data	PT	Percentage	G	Global			
FB_BNK_ACCSS	Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			Y_GE15	15 years old and over	_T	Both sexes	2014	7.11					Global Financial Inclusion Database, World Bank.		G	Global monitoring data	PT	Percentage	G	Global			
