series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	age_code	age_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	1	World	1			Region								Y0T4	under 5 years old	2019	5.6		6.4	4.9		Source: Joint Child Malnutrition Estimates (2020 Edition), United Nations Children's Fund (UNICEF), World Health Organisation (WHO) and the World Bank Group.		M	Modeled data	PT	% of children aged 0-59 months	G	Global			
SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			Y0T4	under 5 years old	2014	6.9					National Survey of Nutrition Factor for Health Risk among the Population in Bulgaria	Age interval 1-5; unadjusted;	CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	104	Myanmar	4	35	South-Eastern Asia	Country	96.51752295	21.19332882	MMR	1	1			Y0T4	under 5 years old	2016	1.5					Myanmar Demographic and Health Survey 2015-16: Final Report. 2016 (and additional analysis)		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			Y0T4	under 5 years old	2016	1.4					TroisiĂ¨me EnquĂŞte DĂŠmographique et de SantĂŠ. Bujumbura, Burundi 2016-17: ISTEEBU, MSPLS, et ICF (and additional analysis)		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			Y0T4	under 5 years old	2005	9.7					Belarus multiple indicator cluster survey 2005, final report. Minsk, Republic of Belarus: Ministry of Statistics and Analysis [Belarus] and Research Institute of Statistics of the MSA [Belarus], 2007 (and additional analysis).		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			Y0T4	under 5 years old	2014	2.2					Cambodia Demographic and Health Survey 2014. Phnom Penh, Cambodia, and Rockville, Maryland, USA: National Institute of Statistics, Directorate General for Health, and ICF International (and additional analysis)		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			Y0T4	under 5 years old	2012	12.4					RĂŠpublique AlgĂŠrienne DĂŠmocratiqe et Populaire enquĂŞte par grappes Ă  indicateurs mulitples (MICS) 2012-2013. Rapport final. MinistĂ¨re de la SantĂŠ, de la Population et de la RĂŠforme HospitaliĂ¨re, 2015 (and additional analysis)		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			Y0T4	under 5 years old	2018	11.0					EnquĂŞte DĂŠmographique et de SantĂŠ du Cameroun 2018. Indicateurs ClĂŠs. YaoundĂŠ, Cameroun, et Rockville, Maryland, USA : INS et ICF	8 regions including YoundĂŠ and Douala cities	CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			Y0T4	under 5 years old	2004	10.4					Canadian childhood obesity estimates based on WHO, IOTF and CDC cut-points. International Journal of Pediatric Obesity 2010;5:265-73.	Age-adjusted; overweight using BMI-for-age z-scores	CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
SH_STA_OVRWGT	Proportion of children moderately or severely overweight (%)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			Y0T4	under 5 years old	2012	2.0					Enquete Nationale Sur La Situation Nutritionnelle et la MortalitĂŠ en Republique Centrafricaine, Rapport Finale du 30 Mai au 15 Juillet 2012 (and additional analysis)		CA	Country adjusted data	PT	% of children aged 0-59 months	G	Global			
