series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	value_detail	lowerBound_detail	upperBound_detail
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	1	World	1			Region								2019	57.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	11	Western Africa	4	202	Sub-Saharan Africa	Region								2019	9.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	116	Cambodia	4	35	South-Eastern Asia	Country	104.922836	12.71163737	KHM	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	13	Central America	4	419	Latin America and the Caribbean	Region								2019	3.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	14	Eastern Africa	4	202	Sub-Saharan Africa	Region								2019	7.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	140	Central African Republic	5	17	Middle Africa	Country	20.93559492	7.003720791	CAF	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	142	Asia	2	1	World	Region								2019	13.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	143	Central Asia	3	142	Asia	Region								2019	3.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	144	Sri Lanka	4	34	Southern Asia	Country	80.70489654	7.614693343	LKA	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	145	Western Asia	3	142	Asia	Region								2019	3.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	148	Chad	5	17	Middle Africa	Country	18.66618401	15.36279341	TCD	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	15	Northern Africa	3	2	Africa	Region								2019	3.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	150	Europe	2	1	World	Region								2019	9.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	151	Eastern Europe	3	150	Europe	Region								2019	4.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	17	Middle Africa	4	202	Sub-Saharan Africa	Region								2019	5.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	174	Comoros	5	14	Eastern Africa	Country	43.34234565	-11.66121732	COM	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	18	Southern Africa	4	202	Sub-Saharan Africa	Region								2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	180	Democratic Republic of the Congo	5	17	Middle Africa	Country	23.65496507	-2.877154732	COD	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	191	Croatia	4	39	Southern Europe	Country	17.95874553	45.45172212	HRV	1	1			2019	1.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	199	Least Developed Countries (LDC)	1			Group								2019	22.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
SG_STT_NSDSFDGVT	Countries with national statistical plans with funding from Government (1 = YES; 0 = NO)	202	Sub-Saharan Africa	3	2	Africa	Region								2019	22.0					PARIS21 SDG Survey	Observation value represents the number of countries with national statistical plans with funding from donors	G	Global monitoring data	NUMBER	Number			
