series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	disabilityStatus_code	disabilityStatus_desc	groundsOfDiscrimination_code	groundsOfDiscrimination_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	_T	No breakdown by disability	GRD_RELIGION	Religion	2014	7.3					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	_T	No breakdown by disability	GRD_RELIGION	Religion	2014	6.3					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_RELIGION	Religion	2014	6.8					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	_T	No breakdown by disability	GRD_GEO	Geographic location	2014	10.1					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	_T	No breakdown by disability	GRD_GEO	Geographic location	2014	9.1					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_GEO	Geographic location	2014	9.6					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	_T	No breakdown by disability	GRD_SOCIOECON	Socioeconomic status	2014	13.1					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	_T	No breakdown by disability	GRD_SOCIOECON	Socioeconomic status	2014	10.9					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_SOCIOECON	Socioeconomic status	2014	11.9					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	_T	No breakdown by disability	GRD_ETHCOLLAN	Ethnicity, colour, language	2014	11.4					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	_T	No breakdown by disability	GRD_ETHCOLLAN	Ethnicity, colour, language	2014	10.4					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_ETHCOLLAN	Ethnicity, colour, language	2014	10.8					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	_T	No breakdown by disability	GRD_DISHEA	Disability or health status	2014	8.6					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	_T	No breakdown by disability	GRD_DISHEA	Disability or health status	2014	8.1					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_DISHEA	Disability or health status	2014	8.3					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			M	Male	_T	No breakdown by disability	GRD_SEX	Sex	2014	9.0					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			F	Female	_T	No breakdown by disability	GRD_SEX	Sex	2014	9.2					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	108	Burundi	5	14	Eastern Africa	Country	29.89080992	-3.366387428	BDI	1	1			_T	Both sexes	_T	No breakdown by disability	GRD_SEX	Sex	2014	9.1					National Statistical Office - EnquĂŞte sur les conditions de vies des mĂŠnages	Age: 18 years and over. Discrimination grounds (6): sex (gender), race/ethnic group, regional origin (province, region), disability, religion, poverty or wealth.	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			_T	Both sexes	_T	No breakdown by disability	_T	All grounds or no breakdown	2014	13.3					National Statistical Office - General Social Survey on Victimization	Time period: refers only to occurrences in the last 5 years. Age: 15 years and over. Discrimination grounds (10): sex, age, physical/mental disability, ethnicity/culture and race/colour and language (each of which are collected as separate items), religion, sexual orientation, other reason (includes physical appearance).\n	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			_T	Both sexes	PD	Persons with disability	_T	All grounds or no breakdown	2014	21.7					National Statistical Office - General Social Survey on Victimization	Time period: refers only to occurrences in the last 5 years. Age: 15 years and over. Discrimination grounds (10): sex, age, physical/mental disability, ethnicity/culture and race/colour and language (each of which are collected as separate items), religion, sexual orientation, other reason (includes physical appearance).\n	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			_T	Both sexes	PWD	Persons without disability	_T	All grounds or no breakdown	2014	10.6					National Statistical Office - General Social Survey on Victimization	Time period: refers only to occurrences in the last 5 years. Age: 15 years and over. Discrimination grounds (10): sex, age, physical/mental disability, ethnicity/culture and race/colour and language (each of which are collected as separate items), religion, sexual orientation, other reason (includes physical appearance).\n	C	Country data	PT	Percentage	G	Global			
VC_VOV_GDSD	Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%)	124	Canada	4	21	Northern America	Country	-101.6575058	57.72360191	CAN	1	1			M	Male	_T	No breakdown by disability	_T	All grounds or no breakdown	2014	12.0					National Statistical Office - General Social Survey on Victimization	Time period: refers only to occurrences in the last 5 years. Age: 15 years and over. Discrimination grounds (10): sex, age, physical/mental disability, ethnicity/culture and race/colour and language (each of which are collected as separate items), religion, sexual orientation, other reason (includes physical appearance).\n	C	Country data	PT	Percentage	G	Global			
