series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	sex_code	sex_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			_T	Both sexes	2018	87.87972					Ministry of Post, Telecommunications, Technologies and Digital		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	12	Algeria	4	15	Northern Africa	Country	2.678164227	28.15940032	DZA	1	1			F	Female	2018	83.0695					Ministry of Post, Telecommunications, Technologies and Digital		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	120	Cameroon	5	17	Middle Africa	Country	12.7419827	5.692387031	CMR	1	1			_T	Both sexes	2014	75.36679					Institut National de la Statistique		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			M	Male	2017	74.66295					Instituto Nacional de EstatĂ­stica		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			_T	Both sexes	2017	74.20583					Instituto Nacional de EstatĂ­stica		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	132	Cabo Verde	5	11	Western Africa	Country	-23.63544151	15.07791834	CPV	1	1			F	Female	2017	73.75068					Instituto Nacional de EstatĂ­stica		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			F	Female	2017	97.15276					SubsecretarĂ­a de Telecomunicaciones		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			_T	Both sexes	2017	92.01104					SubsecretarĂ­a de Telecomunicaciones		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	152	Chile	5	5	South America	Country	-71.23029019	-35.2652885	CHL	1	1			M	Male	2017	86.6711					SubsecretarĂ­a de Telecomunicaciones		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas in Eastern Asia	4	30	Eastern Asia	Country								F	Female	2018	95.93					National Communications Commission		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas in Eastern Asia	4	30	Eastern Asia	Country								_T	Both sexes	2018	95.59987					National Communications Commission		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	158	Other non-specified areas in Eastern Asia	4	30	Eastern Asia	Country								M	Male	2018	95.26					National Communications Commission		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			F	Female	2018	73.33209					Departamento Administrativo Nacional de EstadĂ­stica - DANE		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			_T	Both sexes	2018	72.15799					Departamento Administrativo Nacional de EstadĂ­stica - DANE		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	170	Colombia	5	5	South America	Country	-73.07446751	3.888209046	COL	1	1			M	Male	2018	70.94716					Departamento Administrativo Nacional de EstadĂ­stica - DANE		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			M	Male	2018	92.72892					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			F	Female	2018	93.45177					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	188	Costa Rica	5	13	Central America	Country	-84.19712782	9.970998683	CRI	1	1			_T	Both sexes	2018	93.10772					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	192	Cuba	5	29	Caribbean	Country	-79.54460144	22.10030366	CUB	1	1			_T	Both sexes	2016	37.97265					Oficina Nacional de Estadisticas e Informacion 		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			M	Male	2016	96.50693					Statistical Service of Cyprus		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			_T	Both sexes	2017	99.39767					Statistical Service of Cyprus		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	196	Cyprus	4	145	Western Asia	Country	33.22285964	35.05659437	CYP	1	1			F	Female	2017	98.67434					Statistical Service of Cyprus		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			M	Male	2015	97.17774					Czech Statistical Office		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			_T	Both sexes	2015	97.01434					Czech Statistical Office		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	203	Czechia	4	151	Eastern Europe	Country	15.33151382	49.73913871	CZE	1	1			F	Female	2015	96.85832					Czech Statistical Office		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			F	Female	2016	83.16165					Statistics Denmark		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			_T	Both sexes	2016	82.81615					Statistics Denmark		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	208	Denmark	4	154	Northern Europe	Country	9.326571283	56.03829721	DNK	1	1			M	Male	2016	82.47347					Statistics Denmark		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			_T	Both sexes	2018	70.69083					Oficina Nacional de Estadistica		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			F	Female	2018	70.41096					Oficina Nacional de Estadistica		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	214	Dominican Republic	5	29	Caribbean	Country	-70.49847576	18.89832088	DOM	1	1			M	Male	2018	70.97637					Oficina Nacional de Estadistica		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			_T	Both sexes	2017	58.51207					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			M	Male	2017	59.07826					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	218	Ecuador	5	5	South America	Country	-78.37005241	-1.447785891	ECU	1	1			F	Female	2017	57.96369					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			M	Male	2015	81.00778					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			_T	Both sexes	2015	79.64557					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	222	El Salvador	5	13	Central America	Country	-88.86862995	13.73603564	SLV	1	1			F	Female	2015	78.44556					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	231	Ethiopia	5	14	Eastern Africa	Country	39.63505296	8.631223181	ETH	1	1			_T	Both sexes	2016	58.29235					Ministry of Communications and Information Technology		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			M	Male	2014	77.61143					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			F	Female	2014	79.80268					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	24	Angola	5	17	Middle Africa	Country	17.57817062	-12.33724746	AGO	1	1			_T	Both sexes	2014	78.63767					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			M	Male	2018	98.86544					Statistics Finland		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			_T	Both sexes	2018	98.4067					Statistics Finland		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			F	Female	2018	97.9644					Statistics Finland		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			M	Male	2018	79.57814					INSEE		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			_T	Both sexes	2018	78.65287					INSEE		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			F	Female	2018	77.8036					INSEE		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			M	Male	2017	61.32238					Direction de la Statistique et des Etudes DĂŠmographiques		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			_T	Both sexes	2017	56.33805					Direction de la Statistique et des Etudes DĂŠmographiques		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	262	Djibouti	5	14	Eastern Africa	Country	42.18274707	11.56004161	DJI	1	1			F	Female	2017	51.57404					Direction de la Statistique et des Etudes DĂŠmographiques		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			F	Female	2018	84.34479					National Statistics Office of Georgia - GEOSTAT		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			M	Male	2018	90.58676					National Statistics Office of Georgia - GEOSTAT		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			_T	Both sexes	2018	87.24829					National Statistics Office of Georgia - GEOSTAT		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			_T	Both sexes	2018	88.59998					Palestinian Central Bureau of Statistics		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			M	Male	2018	93.85297					Palestinian Central Bureau of Statistics		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	275	State of Palestine	4	145	Western Asia	Country	35.25694122	31.94347933	PSE	0	1			F	Female	2018	83.2194					Palestinian Central Bureau of Statistics		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			F	Female	2017	95.03888					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			_T	Both sexes	2017	92.35802					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	308	Grenada	5	29	Caribbean	Country	-61.68248568	12.11238395	GRD	1	1			M	Male	2017	90.27867					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			_T	Both sexes	2018	83.5					State Statistical Committee		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			M	Male	2018	87.74649					State Statistical Committee		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			F	Female	2018	79.34035					State Statistical Committee		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	332	Haiti	5	29	Caribbean	Country	-72.33640958	18.40426539	HTI	1	1			_T	Both sexes	2018	58.68391					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			M	Male	2018	97.08621					Census and Statistics Department		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			_T	Both sexes	2018	96.62149					Census and Statistics Department		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	344	China, Hong Kong Special Administrative Region	4	30	Eastern Asia	Country	114.0266445	22.41749934	HKG	0	1			F	Female	2018	96.19855					Census and Statistics Department		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			_T	Both sexes	2018	62.40549					BADAN PUSAT STATISTIK (STATISTICS INDONESIA)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			M	Male	2018	67.59357					BADAN PUSAT STATISTIK (STATISTICS INDONESIA)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	360	Indonesia	4	35	South-Eastern Asia	Country	113.9174	-0.994582204	IDN	1	1			F	Female	2018	57.18544					BADAN PUSAT STATISTIK (STATISTICS INDONESIA)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			M	Male	2018	79.55042					Statistical Centre of Iran (SCI)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			_T	Both sexes	2018	68.01346					Statistical Centre of Iran (SCI)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	364	Iran (Islamic Republic of)	4	34	Southern Asia	Country	54.19766348	32.74370885	IRN	1	1			F	Female	2018	56.21056					Statistical Centre of Iran (SCI)		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			M	Male	2018	85.09067					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			_T	Both sexes	2018	85.32716					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	368	Iraq	4	145	Western Asia	Country	43.76606267	33.05013795	IRQ	1	1			F	Female	2018	85.56864					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			M	Male	2018	83.00004					Central Statistics Office		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			_T	Both sexes	2018	83.00004					Central Statistics Office		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			F	Female	2018	83.00003					Central Statistics Office		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			M	Male	2016	92.69065					Italian National Institute of Statistics		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			_T	Both sexes	2016	91.51952					Italian National Institute of Statistics		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			F	Female	2016	90.41824					Italian National Institute of Statistics		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			_T	Both sexes	2018	70.65627					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			M	Male	2018	88.6948					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	384	Côte d'Ivoire	5	11	Western Africa	Country	-5.552690016	7.62211586	CIV	1	1			F	Female	2018	51.42842					ITU		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			F	Female	2016	97.17648					Statistical Institute of Jamaica		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			_T	Both sexes	2016	96.39093					Statistical Institute of Jamaica		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	388	Jamaica	5	29	Caribbean	Country	-77.31068409	18.15616857	JAM	1	1			M	Male	2016	95.59072					Statistical Institute of Jamaica		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			M	Male	2018	90.46491					Ministry of Internal Affairs and Communications		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			_T	Both sexes	2018	88.98072					Ministry of Internal Affairs and Communications		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			F	Female	2018	87.5977					Ministry of Internal Affairs and Communications		_X	Data nature not available	PT	Percentage	G	Global			
IT_MOB_OWN	Proportion of individuals who own a mobile telephone, by sex (%)	398	Kazakhstan	4	143	Central Asia	Country	66.65359159	48.01963494	KAZ	1	1			_T	Both sexes	2018	87.92729					Ministry of National Economy of the Republic of Kazakhstan Committee on Statistics		_X	Data nature not available	PT	Percentage	G	Global			
