series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	location_code	location_desc	year	value	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	nature_code	nature_desc	units_code	units_desc	reportingType_code	reportingType_desc	value_detail	lowerBound_detail	upperBound_detail
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	1			Region								U	Urban	2017	47.02361					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	1			Region								_T	All areas	2017	44.98379					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	1	World	1			Region								R	Rural	2017	42.50722					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			U	Urban	2017	72.89414					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	100	Bulgaria	4	151	Eastern Europe	Country	25.23763153	42.75731323	BGR	1	1			_T	All areas	2017	64.41371					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								U	Urban	2017	21.94934					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								_T	All areas	2017	19.2892					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	11	Western Africa	4	202	Sub-Saharan Africa	Region								R	Rural	2017	17.04619					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			U	Urban	2017	81.67447					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
SH_SAN_SAFE	Proportion of population using safely managed sanitation services, by urban/rural (%)	112	Belarus	4	151	Eastern Europe	Country	28.04940161	53.54193075	BLR	1	1			_T	All areas	2017	80.51577					WHO/UNICEF Joint Monitoring Programme for Water Supply, Sanitation and Hygiene (2019)		E	Estimated data	PT	Percentage	G	Global			
